dataset,dataset_name,window_id,start_s,end_s,sample_rows,frame_count,vehicle_count,density_veh_per_m,flow_veh_per_s,mean_speed_kmh,std_speed_kmh,speed_ratio,mean_abs_acc,std_acc,mean_headway_s,min_headway_s,mean_space_gap_m,headway_sample_count,acceleration_interference,mgti,lane_change_count,lane_change_rate,hbb_occupancy,obb_occupancy,occupancy_reduction,hbb_hfgo_occupancy,hfgo_occupancy,hfgo_occupancy_reduction,hbb_grid_active_mean,obb_grid_active_mean,grid_active_reduction,hbb_grid_entropy_mean,obb_grid_entropy_mean,grid_entropy_reduction,hbb_grid_peak_frac_mean,obb_grid_peak_frac_mean,grid_peak_gain,direction_fluctuation,theta_conf_mean
xamn5,XAM-N-5,108,109.000,114.000,6100,150,54,0.385714,10.800000,36.212292,14.807753,0.603538,1.388525,2.234430,2.429296,0.004041,19.045006,4515,2.234430,1.449407935142517,19,0.351852,0.04567736,0.04317075,0.05487657,0.04567736,0.04567736,0.00000000,1.562846,1.582709,-0.012710,0.065552,0.065480,0.001101,0.878146,0.878514,0.000368,1.96682175,1.000000
xamn5,XAM-N-5,109,110.000,115.000,6174,150,54,0.385714,10.800000,35.428013,15.046427,0.590467,1.359862,2.172754,2.436265,0.004041,18.824816,4580,2.172754,1.5535483360290527,19,0.351852,0.04649957,0.04407030,0.05224288,0.04649957,0.04649957,0.00000000,1.561505,1.581444,-0.012769,0.065321,0.065256,0.000998,0.878721,0.879097,0.000376,1.98165025,1.000000
xamn5,XAM-N-5,110,111.000,116.000,6189,150,56,0.400000,11.200000,34.559555,15.214677,0.575993,1.330386,2.099699,2.564292,0.004041,19.056826,4595,2.099699,1.861100196838379,16,0.285714,0.04687567,0.04456638,0.04926407,0.04687567,0.04687567,0.00000000,1.572093,1.592462,-0.012957,0.065644,0.065622,0.000336,0.878707,0.879065,0.000359,1.95664368,1.000000
xamn5,XAM-N-5,111,112.000,117.000,6308,150,59,0.421429,11.800000,33.729198,15.231187,0.562153,1.290834,2.032010,2.514436,0.002389,18.351202,4690,2.032010,2.033493995666504,22,0.372881,0.04794992,0.04573864,0.04611641,0.04794992,0.04794992,0.00000000,1.568615,1.595715,-0.017276,0.065828,0.065958,-0.001982,0.878051,0.878314,0.000263,1.89548814,1.000000
xamn5,XAM-N-5,112,113.000,118.000,6385,150,58,0.414286,11.600000,33.077271,15.315041,0.551288,1.303242,2.044553,2.419999,0.002389,17.207458,4703,2.044553,1.9721652269363403,22,0.379310,0.04870323,0.04662344,0.04270332,0.04870323,0.04870323,0.00000000,1.561586,1.588025,-0.016931,0.065002,0.065205,-0.003126,0.878812,0.878971,0.000160,1.90064583,1.000000
xamn5,XAM-N-5,113,114.000,119.000,6444,150,54,0.385714,10.800000,32.616379,15.443186,0.543606,1.287990,2.041963,2.376383,0.002182,16.743151,4708,2.041963,1.821315050125122,20,0.370370,0.04913858,0.04719127,0.03962884,0.04913858,0.04913858,0.00000000,1.534166,1.563165,-0.018902,0.062924,0.063226,-0.004802,0.881866,0.881983,0.000117,1.88722252,1.000000
xamn5,XAM-N-5,114,115.000,120.000,6559,150,56,0.400000,11.200000,32.301262,15.522261,0.538354,1.276929,2.083820,2.470782,0.002182,17.488310,4772,2.083820,2.0657224655151367,20,0.357143,0.05006884,0.04819064,0.03751240,0.05006884,0.05006884,0.00000000,1.521805,1.552998,-0.020498,0.062595,0.062853,-0.004129,0.880976,0.881168,0.000192,1.84497536,1.000000
xamn5,XAM-N-5,115,116.000,121.000,6548,150,56,0.400000,11.200000,32.191639,15.713596,0.536527,1.211165,1.990345,2.505985,0.002182,17.698889,4739,1.990345,2.1123058795928955,24,0.428571,0.05002424,0.04823020,0.03586342,0.05002424,0.05002424,0.00000000,1.508642,1.539418,-0.020400,0.062569,0.062807,-0.003802,0.879955,0.880215,0.000260,1.81471958,1.000000
xamn5,XAM-N-5,116,117.000,122.000,6421,150,59,0.421429,11.800000,32.289688,15.926230,0.538161,1.185245,1.942413,2.621002,0.002182,18.617405,4645,1.942413,2.3192996978759766,17,0.288136,0.04920798,0.04753173,0.03406459,0.04920798,0.04920798,0.00000000,1.485957,1.510957,-0.016824,0.059786,0.059901,-0.001935,0.885680,0.886010,0.000330,1.83159365,1.000000
xamn5,XAM-N-5,117,118.000,123.000,6346,150,60,0.428571,12.000000,32.467934,15.944839,0.541132,1.117424,1.835951,2.696156,0.002182,19.534756,4662,1.835951,2.4028797149658203,19,0.316667,0.04855891,0.04698502,0.03241186,0.04855891,0.04855891,0.00000000,1.487416,1.515710,-0.019023,0.060327,0.060425,-0.001622,0.884647,0.885094,0.000447,1.83342854,1.000000
xamn5,XAM-N-5,118,119.000,124.000,6286,150,59,0.421429,11.800000,32.667099,15.647618,0.544452,1.057245,1.709706,2.698961,0.004472,19.792685,4688,1.709706,2.336434841156006,19,0.322034,0.04819592,0.04669190,0.03120634,0.04819592,0.04819592,0.00000000,1.484084,1.508509,-0.016458,0.059418,0.059415,0.000053,0.886443,0.886886,0.000443,1.83816151,1.000000
xamn5,XAM-N-5,119,120.000,125.000,6206,150,55,0.392857,11.000000,33.085926,15.330832,0.551432,1.021673,1.589576,2.662344,0.004472,19.450163,4638,1.589576,2.076411008834839,19,0.345455,0.04747263,0.04603851,0.03020934,0.04747263,0.04747263,0.00000000,1.500720,1.525356,-0.016416,0.060451,0.060515,-0.001062,0.884969,0.885319,0.000349,1.87191214,1.000000
xamn5,XAM-N-5,120,121.000,126.000,6221,150,56,0.400000,11.200000,33.257584,14.960386,0.554293,1.023522,1.571558,2.603433,0.004472,19.189268,4610,1.571558,2.042501211166382,21,0.375000,0.04764718,0.04615884,0.03123659,0.04764718,0.04764718,0.00000000,1.515959,1.538142,-0.014633,0.062636,0.062616,0.000315,0.881124,0.881575,0.000451,1.84973719,1.000000
xamn5,XAM-N-5,121,122.000,127.000,6266,150,53,0.378571,10.600000,33.439583,14.572403,0.557326,1.030019,1.574023,2.521455,0.004472,18.875269,4602,1.574023,1.8258945941925049,26,0.490566,0.04785175,0.04627957,0.03285523,0.04785175,0.04785175,0.00000000,1.512617,1.534201,-0.014269,0.061759,0.061704,0.000891,0.882775,0.883294,0.000518,1.78708772,1.000000
xamn5,XAM-N-5,122,123.000,128.000,6298,150,55,0.392857,11.000000,33.630043,14.211858,0.560501,1.059433,1.639087,2.487840,0.004472,18.829514,4583,1.639087,1.8862240314483643,24,0.436364,0.04879096,0.04709882,0.03468153,0.04879096,0.04879096,0.00000000,1.524148,1.544350,-0.013255,0.062882,0.062842,0.000637,0.880576,0.881072,0.000496,1.69736244,1.000000
xamn5,XAM-N-5,123,124.000,129.000,6275,150,51,0.364286,10.200000,33.859764,14.218218,0.564329,1.101093,1.714160,2.487648,0.015188,18.847679,4543,1.714160,1.725661277770996,25,0.490196,0.04922924,0.04743324,0.03648234,0.04922924,0.04922924,0.00000000,1.553161,1.574552,-0.013773,0.065994,0.065989,0.000082,0.875135,0.875696,0.000561,1.63786214,1.000000
xamn5,XAM-N-5,124,125.000,130.000,6390,150,58,0.414286,11.600000,33.855873,14.405193,0.564265,1.159732,1.876950,2.499692,0.001585,18.968016,4656,1.876950,2.0704736709594727,25,0.431034,0.05072877,0.04883313,0.03736826,0.05072877,0.05072877,0.00000000,1.565434,1.584706,-0.012311,0.067044,0.066941,0.001532,0.874250,0.874919,0.000668,1.56847796,1.000000
xamn5,XAM-N-5,125,126.000,131.000,6342,150,54,0.385714,10.800000,33.846668,14.518252,0.564111,1.169172,1.900223,2.500468,0.001585,18.919861,4632,1.900223,1.920224666595459,23,0.425926,0.05087619,0.04898607,0.03715128,0.05087619,0.05087619,0.00000000,1.565211,1.587913,-0.014504,0.065982,0.065922,0.000900,0.876317,0.876962,0.000646,1.55244034,1.000000
xamn5,XAM-N-5,126,127.000,132.000,6317,150,57,0.407143,11.400000,33.514137,14.590789,0.558569,1.152208,1.878557,2.508052,0.001585,19.024794,4636,1.878557,2.091165065765381,22,0.385965,0.05132238,0.04945032,0.03647666,0.05132238,0.05132238,0.00000000,1.596736,1.618861,-0.013856,0.069743,0.069664,0.001133,0.869138,0.869801,0.000663,1.55678283,1.000000
xamn5,XAM-N-5,127,128.000,133.000,6222,150,58,0.414286,11.600000,33.034790,14.569829,0.550580,1.141458,1.869902,2.483971,0.001585,18.827415,4594,1.869902,2.110830783843994,23,0.396552,0.05042894,0.04858525,0.03656007,0.05042894,0.05042894,0.00000000,1.591560,1.610350,-0.011806,0.069319,0.069173,0.002110,0.869346,0.870167,0.000821,1.58535825,1.000000
xamn5,XAM-N-5,128,129.000,134.000,6198,150,56,0.400000,11.200000,32.691826,14.323609,0.544864,1.151244,1.867722,2.389240,0.001585,18.455944,4601,1.867722,1.9420833587646484,24,0.428571,0.05005754,0.04822227,0.03666312,0.05005754,0.05005754,0.00000000,1.574012,1.597856,-0.015148,0.066847,0.066745,0.001525,0.874393,0.875179,0.000786,1.60923752,1.000000
xamn5,XAM-N-5,129,130.000,135.000,6120,150,57,0.407143,11.400000,32.520069,13.807525,0.542001,1.107546,1.714982,2.240510,0.005304,17.918053,4555,1.714982,1.8049125671386719,24,0.421053,0.04935815,0.04755920,0.03644682,0.04935815,0.04935815,0.00000000,1.564597,1.592316,-0.017717,0.066362,0.066358,0.000053,0.874530,0.875193,0.000663,1.64994892,1.000000
xamn5,XAM-N-5,130,131.000,136.000,6213,150,57,0.407143,11.400000,32.745399,13.266328,0.545757,1.080229,1.679272,2.141856,0.005304,17.957127,4689,1.679272,1.699902892112732,25,0.438596,0.04998521,0.04807722,0.03817115,0.04998521,0.04998521,0.00000000,1.580655,1.606075,-0.016082,0.067631,0.067604,0.000405,0.873183,0.873791,0.000607,1.71937031,1.000000
xamn5,XAM-N-5,131,132.000,137.000,6174,150,53,0.378571,10.600000,33.229206,12.840008,0.553820,1.092486,1.685511,2.104886,0.152684,17.855925,4674,1.685511,1.4299304485321045,21,0.396226,0.04915159,0.04714065,0.04091304,0.04915159,0.04915159,0.00000000,1.597298,1.624316,-0.016915,0.068421,0.068431,-0.000139,0.871815,0.872408,0.000593,1.76918621,1.000000
xamn5,XAM-N-5,132,133.000,138.000,6246,150,55,0.392857,11.000000,33.806946,12.445465,0.563449,1.075783,1.643196,2.095813,0.152684,17.996988,4746,1.643196,1.4471710920333862,22,0.400000,0.04907425,0.04699267,0.04241683,0.04907425,0.04907425,0.00000000,1.594908,1.627208,-0.020251,0.068132,0.068211,-0.001155,0.873007,0.873376,0.000369,1.79147971,1.000000
xamn5,XAM-N-5,133,134.000,139.000,6378,150,58,0.414286,11.600000,34.131683,12.193445,0.568861,1.012182,1.575276,2.172670,0.152684,18.541397,4878,1.575276,1.6404401063919067,19,0.327586,0.04953898,0.04735197,0.04414726,0.04953898,0.04953898,0.00000000,1.593181,1.624475,-0.019642,0.069065,0.069103,-0.000558,0.870108,0.870481,0.000373,1.81121549,1.000000
xamn5,XAM-N-5,134,135.000,140.000,6500,150,59,0.421429,11.800000,34.281326,12.054242,0.571355,1.015700,1.657598,2.312409,0.152684,19.320934,4973,1.657598,1.8369389772415161,16,0.271186,0.04993595,0.04753292,0.04812225,0.04993595,0.04993595,0.00000000,1.573873,1.602750,-0.018348,0.067357,0.067375,-0.000263,0.872608,0.873000,0.000392,1.81820937,1.000000
xamn5,XAM-N-5,135,136.000,141.000,6488,150,59,0.421429,11.800000,34.124508,12.107373,0.568742,1.019300,1.661374,2.420153,0.004254,19.649527,4932,1.661374,1.9452896118164062,12,0.203390,0.04928249,0.04678175,0.05074299,0.04928249,0.04928249,0.00000000,1.540603,1.569659,-0.018860,0.064731,0.064789,-0.000901,0.876725,0.877066,0.000341,1.81125312,1.000000
xamn5,XAM-N-5,136,137.000,142.000,6610,150,58,0.414286,11.600000,33.788860,12.011143,0.563148,1.011005,1.648934,2.452588,0.004254,20.133417,5001,1.648934,2.001056671142578,17,0.293103,0.05011528,0.04750462,0.05209321,0.05011528,0.05011528,0.00000000,1.500301,1.530048,-0.019828,0.061615,0.061706,-0.001480,0.882334,0.882560,0.000226,1.81479768,1.000000
xamn5,XAM-N-5,137,138.000,143.000,6644,150,59,0.421429,11.800000,33.439869,12.017157,0.557331,1.001034,1.638256,2.428605,0.002000,19.982008,5022,1.638256,2.0573174953460693,16,0.271186,0.05049755,0.04761626,0.05705812,0.05049755,0.05049755,0.00000000,1.475728,1.504705,-0.019636,0.059062,0.059175,-0.001905,0.886859,0.887047,0.000188,1.82202791,0.999933
xamn5,XAM-N-5,138,139.000,144.000,6712,150,61,0.435714,12.200000,33.077465,12.027953,0.551291,1.015173,1.640645,2.424950,0.002000,19.815962,5037,1.640645,2.180847406387329,17,0.278689,0.05099461,0.04783197,0.06201910,0.05099461,0.05099461,0.00000000,1.468759,1.496447,-0.018851,0.057691,0.057815,-0.002152,0.889775,0.889944,0.000169,1.81984367,0.999933
xamn5,XAM-N-5,139,140.000,145.000,6746,150,63,0.450000,12.600000,32.834984,12.153957,0.547250,1.003992,1.552293,2.368294,0.002000,19.417643,5084,1.552293,2.2305028438568115,18,0.285714,0.05135622,0.04797465,0.06584538,0.05135622,0.05135622,0.00000000,1.475147,1.509265,-0.023128,0.057914,0.058121,-0.003569,0.889772,0.889886,0.000114,1.83023838,0.999868
xamn5,XAM-N-5,140,141.000,146.000,6898,150,63,0.450000,12.600000,32.639225,12.186683,0.543987,1.004204,1.545640,2.334227,0.002000,19.317122,5265,1.545640,2.251607656478882,20,0.317460,0.05249793,0.04886697,0.06916389,0.05249793,0.05249793,0.00000000,1.495681,1.529945,-0.022909,0.058172,0.058425,-0.004339,0.890462,0.890540,0.000078,1.84828324,0.999870
xamn5,XAM-N-5,141,142.000,147.000,7031,150,64,0.457143,12.800000,32.398388,12.306436,0.539973,1.006402,1.560505,2.333646,0.002000,18.998789,5443,1.560505,2.349299669265747,16,0.250000,0.05354089,0.04974359,0.07092329,0.05354089,0.05354089,0.00000000,1.518848,1.552873,-0.022402,0.060224,0.060463,-0.003964,0.887438,0.887581,0.000142,1.83097463,0.999873
xamn5,XAM-N-5,142,143.000,148.000,7117,150,62,0.442857,12.400000,32.095860,12.259977,0.534931,1.015653,1.590110,2.371692,0.004773,18.940815,5513,1.590110,2.3569741249084473,16,0.258065,0.05404571,0.05035577,0.06827456,0.05404571,0.05404571,0.00000000,1.546546,1.579763,-0.021478,0.063086,0.063323,-0.003751,0.882600,0.882818,0.000218,1.82065912,0.999937
xamn5,XAM-N-5,143,144.000,149.000,7165,150,65,0.464286,13.000000,31.777367,12.248928,0.529623,1.010800,1.572677,2.378196,0.004773,18.993980,5580,1.572677,2.5224757194519043,15,0.230769,0.05440952,0.05081132,0.06613175,0.05440952,0.05440952,0.00000000,1.558343,1.590770,-0.020809,0.064617,0.064881,-0.004083,0.879357,0.879515,0.000158,1.84949344,0.998566
xamn5,XAM-N-5,144,145.000,150.000,7127,150,59,0.421429,11.800000,31.496939,12.110067,0.524949,1.007484,1.573032,2.366840,0.004773,18.845881,5548,1.573032,2.310965061187744,15,0.254237,0.05477482,0.05133478,0.06280326,0.05477482,0.05477482,0.00000000,1.574711,1.601679,-0.017125,0.066635,0.066847,-0.003182,0.875080,0.875281,0.000202,1.87489776,0.997709
xamn5,XAM-N-5,145,146.000,151.000,6969,150,63,0.450000,12.600000,31.075075,11.780403,0.517918,1.014829,1.558489,2.256642,0.004773,17.753088,5390,1.558489,2.339503288269043,14,0.222222,0.05364409,0.05051361,0.05835651,0.05364409,0.05364409,0.00000000,1.564955,1.593715,-0.018377,0.066465,0.066717,-0.003799,0.874361,0.874507,0.000146,1.83565655,0.997664
xamn5,XAM-N-5,146,147.000,152.000,6810,150,61,0.435714,12.200000,31.019127,11.579012,0.516985,1.001761,1.526822,2.152254,0.004773,17.085926,5239,1.526822,2.100855827331543,11,0.180328,0.05232866,0.04941601,0.05566069,0.05232866,0.05232866,0.00000000,1.581766,1.608184,-0.016701,0.068436,0.068656,-0.003207,0.869794,0.869999,0.000205,1.84587212,0.997609
xamn5,XAM-N-5,147,148.000,153.000,6837,150,65,0.464286,13.000000,30.949926,11.484200,0.515832,0.990674,1.481352,2.050984,0.011471,16.483915,5295,1.481352,2.1789469718933105,11,0.169231,0.05306082,0.05020007,0.05391461,0.05306082,0.05306082,0.00000000,1.574392,1.599142,-0.015720,0.068266,0.068432,-0.002431,0.868794,0.869009,0.000215,1.80326241,0.997618
xamn5,XAM-N-5,148,149.000,154.000,6791,150,64,0.457143,12.800000,30.957844,11.328226,0.515964,1.006416,1.505168,1.896680,0.003747,15.183082,5301,1.505168,1.9756293296813965,15,0.234375,0.05327069,0.05049592,0.05208820,0.05327069,0.05327069,0.00000000,1.567540,1.592454,-0.015893,0.067541,0.067696,-0.002296,0.870627,0.870876,0.000249,1.74698435,0.999028
xamn5,XAM-N-5,149,150.000,155.000,6913,150,58,0.414286,11.600000,30.996624,11.216394,0.516610,1.007187,1.497341,1.752658,0.002993,14.024926,5428,1.497341,1.6062273979187012,14,0.241379,0.05406708,0.05130096,0.05116084,0.05406708,0.05406708,0.00000000,1.562446,1.586276,-0.015252,0.066625,0.066780,-0.002335,0.872805,0.873046,0.000241,1.68876468,1.000000
xamn5,XAM-N-5,150,151.000,156.000,7074,150,60,0.428571,12.000000,31.242388,11.394672,0.520706,1.019837,1.553753,1.743517,0.002993,14.088838,5563,1.553753,1.7210370302200317,18,0.300000,0.05586661,0.05291404,0.05285025,0.05586661,0.05586661,0.00000000,1.561929,1.584563,-0.014491,0.067705,0.067773,-0.001000,0.870559,0.870942,0.000383,1.67749808,1.000000
xamn5,XAM-N-5,151,152.000,157.000,7290,150,62,0.442857,12.400000,31.160372,11.598639,0.519340,1.040022,1.586565,1.777796,0.002993,14.001639,5737,1.586565,1.9346778392791748,21,0.338710,0.05828913,0.05510589,0.05461105,0.05828913,0.05828913,0.00000000,1.536509,1.563942,-0.017854,0.064051,0.064218,-0.002612,0.877987,0.878283,0.000296,1.67968608,1.000000
xamn5,XAM-N-5,152,153.000,158.000,7382,150,64,0.457143,12.800000,31.333120,11.926509,0.522219,1.044659,1.613059,1.839215,0.002993,14.413802,5791,1.613059,2.097931146621704,24,0.375000,0.05912198,0.05580636,0.05608111,0.05912198,0.05912198,0.00000000,1.523842,1.555900,-0.021038,0.062536,0.062821,-0.004555,0.880836,0.881054,0.000218,1.71222237,1.000000
xamn5,XAM-N-5,153,154.000,159.000,7447,150,64,0.457143,12.800000,31.304680,12.326512,0.521745,1.075272,1.649482,1.947707,0.002993,15.257272,5811,1.649482,2.243197202682495,19,0.296875,0.05972899,0.05630256,0.05736625,0.05972899,0.05972899,0.00000000,1.532996,1.564858,-0.020784,0.063785,0.064052,-0.004182,0.878519,0.878816,0.000296,1.74036430,1.000000
xamn5,XAM-N-5,154,155.000,160.000,7385,150,64,0.457143,12.800000,31.094597,12.628538,0.518243,1.081836,1.671371,2.075031,0.016830,15.927960,5723,1.671371,2.382636547088623,22,0.343750,0.05920726,0.05569207,0.05937103,0.05920726,0.05920726,0.00000000,1.535431,1.569853,-0.022419,0.064125,0.064377,-0.003939,0.878371,0.878741,0.000371,1.78188070,1.000000
xamn5,XAM-N-5,155,156.000,161.000,7390,150,64,0.457143,12.800000,31.091619,12.767738,0.518194,1.102245,1.729161,2.175592,0.005590,16.596596,5731,1.729161,2.4906437397003174,18,0.281250,0.05910624,0.05560424,0.05924926,0.05910624,0.05910624,0.00000000,1.547949,1.582381,-0.022244,0.064603,0.064852,-0.003848,0.878434,0.878754,0.000320,1.81158677,1.000000
xamn5,XAM-N-5,156,157.000,162.000,7394,150,66,0.471429,13.200000,31.167982,12.849901,0.519466,1.129904,1.773907,2.187660,0.005590,16.834799,5777,1.773907,2.5724844932556152,16,0.242424,0.05900355,0.05563162,0.05714788,0.05900355,0.05900355,0.00000000,1.567092,1.596508,-0.018771,0.067283,0.067431,-0.002207,0.873401,0.873767,0.000366,1.82787288,1.000000
xamn5,XAM-N-5,157,158.000,163.000,7325,150,64,0.457143,12.800000,31.033276,12.745813,0.517221,1.172650,1.851088,2.162497,0.005590,16.526228,5746,1.851088,2.4562742710113525,12,0.187500,0.05844052,0.05522362,0.05504569,0.05844052,0.05844052,0.00000000,1.580260,1.610087,-0.018874,0.068190,0.068324,-0.001967,0.872434,0.872784,0.000350,1.86015537,1.000000
xamn5,XAM-N-5,158,159.000,164.000,7227,150,60,0.428571,12.000000,31.145744,12.493621,0.519096,1.190403,1.916365,2.111468,0.005590,16.116587,5675,1.916365,2.202511787414551,15,0.250000,0.05762382,0.05465113,0.05158783,0.05762382,0.05762382,0.00000000,1.566007,1.597497,-0.020109,0.066273,0.066455,-0.002744,0.876092,0.876293,0.000202,1.84786645,1.000000
