dataset,dataset_name,window_id,start_s,end_s,sample_rows,frame_count,vehicle_count,density_veh_per_m,flow_veh_per_s,mean_speed_kmh,std_speed_kmh,speed_ratio,mean_abs_acc,std_acc,mean_headway_s,min_headway_s,mean_space_gap_m,headway_sample_count,acceleration_interference,mgti,lane_change_count,lane_change_rate,hbb_occupancy,obb_occupancy,occupancy_reduction,hbb_hfgo_occupancy,hfgo_occupancy,hfgo_occupancy_reduction,hbb_grid_active_mean,obb_grid_active_mean,grid_active_reduction,hbb_grid_entropy_mean,obb_grid_entropy_mean,grid_entropy_reduction,hbb_grid_peak_frac_mean,obb_grid_peak_frac_mean,grid_peak_gain,sgt_hfgo,direction_fluctuation,theta_conf_mean
pkdd8,PKDD-8,240,242.000,247.000,2583,150,22,0.078571,4.400000,54.416031,23.539007,0.680200,0.255558,0.349764,3.218104,0.768695,53.784939,1233,0.349764,-1.2453532218933105,1,0.045455,0.00557852,0.00557852,0.00000000,0.00557852,0.00555448,0.00430871,1.167964,1.169448,-0.001270,0.021573,0.021542,0.001420,0.958203,0.958281,0.000078,0.00275647,1.19853135,0.987987
pkdd8,PKDD-8,241,243.000,248.000,2697,150,23,0.082143,4.600000,54.840008,23.111946,0.685500,0.252431,0.347298,3.067869,0.543167,52.175941,1347,0.347298,-1.406735897064209,7,0.304348,0.00590807,0.00590806,0.00000052,0.00590807,0.00588382,0.00410383,1.163854,1.164557,-0.000604,0.020955,0.020925,0.001448,0.959373,0.959445,0.000073,0.00287480,1.18892883,0.991772
pkdd8,PKDD-8,242,244.000,249.000,2844,150,25,0.089286,5.000000,55.477776,22.652317,0.693472,0.247923,0.340289,3.022849,0.442320,52.397015,1494,0.340289,-1.447005271911621,7,0.280000,0.00619044,0.00619043,0.00000075,0.00619044,0.00616550,0.00402861,1.179885,1.181235,-0.001144,0.023037,0.022993,0.001901,0.955396,0.955500,0.000103,0.00281083,1.19007446,0.995596
pkdd8,PKDD-8,243,245.000,250.000,2963,150,23,0.082143,4.600000,55.952908,22.277885,0.699411,0.245198,0.338395,2.874471,0.390521,50.069401,1613,0.338395,-1.6719077825546265,8,0.347826,0.00642954,0.00642953,0.00000080,0.00642954,0.00640486,0.00383782,1.173970,1.175278,-0.001114,0.022467,0.022423,0.001967,0.956236,0.956341,0.000105,0.00293393,1.23016326,0.995733
pkdd8,PKDD-8,244,246.000,251.000,3058,150,24,0.085714,4.800000,56.274929,21.970699,0.703437,0.242179,0.340989,2.821448,0.390521,49.334320,1708,0.340989,-1.7257212400436401,8,0.333333,0.00658078,0.00658077,0.00000094,0.00658078,0.00655545,0.00384846,1.170779,1.172381,-0.001368,0.022032,0.021985,0.002158,0.957104,0.957212,0.000108,0.00282109,1.26427734,0.991349
pkdd8,PKDD-8,245,247.000,252.000,3121,150,25,0.089286,5.000000,56.751072,21.640579,0.709388,0.245321,0.347852,2.808113,0.390521,49.378281,1796,0.347852,-1.7476274967193604,8,0.320000,0.00666672,0.00666671,0.00000139,0.00666672,0.00664115,0.00383544,1.172162,1.174382,-0.001893,0.022236,0.022192,0.001956,0.956859,0.956961,0.000102,0.00260646,1.25532330,0.990155
pkdd8,PKDD-8,246,248.000,253.000,3154,150,26,0.092857,5.200000,57.220028,21.342987,0.715250,0.248384,0.352881,2.796853,0.390521,49.711853,1844,0.352881,-1.7706615924835205,3,0.115385,0.00664944,0.00664943,0.00000139,0.00664944,0.00662270,0.00402216,1.175758,1.177990,-0.001899,0.022773,0.022728,0.001987,0.955870,0.955980,0.000110,0.00280552,1.23632619,0.988230
pkdd8,PKDD-8,247,249.000,254.000,3135,150,26,0.092857,5.200000,57.715801,21.244709,0.721448,0.242242,0.346588,2.732740,0.390521,49.186867,1825,0.346588,-1.8676011562347412,5,0.192308,0.00679358,0.00679358,0.00000076,0.00679358,0.00676742,0.00385123,1.167865,1.169115,-0.001071,0.021910,0.021872,0.001740,0.957208,0.957297,0.000088,0.00303395,1.24743999,0.986918
pkdd8,PKDD-8,248,250.000,255.000,3199,150,29,0.103571,5.800000,58.733242,21.108320,0.734166,0.235542,0.340982,2.738029,0.747597,50.240681,1889,0.340982,-1.8622376918792725,4,0.137931,0.00691677,0.00691676,0.00000067,0.00691677,0.00688995,0.00387698,1.171262,1.172181,-0.000785,0.022437,0.022399,0.001685,0.956177,0.956264,0.000087,0.00279753,1.29219014,0.985662
pkdd8,PKDD-8,249,251.000,256.000,3264,150,29,0.103571,5.800000,59.841259,20.920063,0.748016,0.235395,0.343206,2.916863,0.736624,54.257378,1954,0.343206,-1.728264331817627,5,0.172414,0.00706255,0.00706254,0.00000102,0.00706255,0.00703589,0.00377473,1.175112,1.176012,-0.000766,0.022668,0.022633,0.001560,0.955964,0.956050,0.000086,0.00277818,1.35615856,0.985157
pkdd8,PKDD-8,250,252.000,257.000,3335,150,29,0.103571,5.800000,60.798290,20.790024,0.759979,0.238590,0.363810,2.945220,0.472309,54.979172,1994,0.363810,-1.7576180696487427,11,0.379310,0.00704876,0.00704876,0.00000051,0.00704876,0.00702145,0.00387461,1.171068,1.171369,-0.000256,0.022122,0.022086,0.001651,0.956959,0.957043,0.000084,0.00286169,1.45976426,0.985144
pkdd8,PKDD-8,251,253.000,258.000,3332,150,29,0.103571,5.800000,61.438301,20.828993,0.767979,0.221822,0.347425,2.908523,0.472309,54.611904,1976,0.347425,-1.8417214155197144,11,0.379310,0.00696513,0.00696513,0.00000030,0.00696513,0.00693783,0.00391906,1.175954,1.176560,-0.000515,0.022660,0.022627,0.001482,0.955968,0.956046,0.000078,0.00318903,1.61422060,0.983510
pkdd8,PKDD-8,252,254.000,259.000,3302,150,29,0.103571,5.800000,61.868774,20.890665,0.773360,0.216030,0.340323,2.829482,0.472309,53.186909,1961,0.340323,-1.9655308723449707,11,0.379310,0.00672316,0.00672316,0.00000061,0.00672316,0.00669437,0.00428247,1.171098,1.171723,-0.000534,0.021829,0.021793,0.001646,0.957905,0.957988,0.000083,0.00282203,1.74290664,0.980294
pkdd8,PKDD-8,253,255.000,260.000,3197,150,28,0.100000,5.600000,61.819942,21.054104,0.772749,0.210622,0.329816,2.732050,0.472309,51.153877,1879,0.329816,-2.098487138748169,15,0.535714,0.00649887,0.00649886,0.00000087,0.00649887,0.00647058,0.00435259,1.175563,1.176527,-0.000821,0.022448,0.022416,0.001445,0.956748,0.956826,0.000078,0.00271948,1.80138870,0.980611
pkdd8,PKDD-8,254,256.000,261.000,3110,150,28,0.100000,5.600000,61.628365,21.163572,0.770355,0.197911,0.302438,2.593646,0.472309,48.487537,1792,0.302438,-2.2498207092285156,14,0.500000,0.00623209,0.00623209,0.00000050,0.00623209,0.00620398,0.00451116,1.160839,1.161505,-0.000574,0.020714,0.020682,0.001537,0.960055,0.960126,0.000071,0.00273142,1.81328050,0.982917
pkdd8,PKDD-8,255,257.000,262.000,3003,150,25,0.089286,5.000000,61.219383,21.354561,0.765242,0.193597,0.261827,2.608933,0.580127,48.900631,1691,0.261827,-2.263599157333374,8,0.320000,0.00629861,0.00629861,0.00000041,0.00629861,0.00627182,0.00425298,1.168136,1.168789,-0.000559,0.021574,0.021537,0.001748,0.958484,0.958569,0.000085,0.00296877,1.82546676,0.981342
pkdd8,PKDD-8,256,258.000,263.000,3063,150,28,0.100000,5.600000,61.230064,21.160116,0.765376,0.201502,0.269097,2.707111,0.657151,50.495522,1751,0.269097,-2.0926084518432617,7,0.250000,0.00640043,0.00640043,0.00000008,0.00640043,0.00637357,0.00419586,1.170009,1.170965,-0.000816,0.021980,0.021941,0.001795,0.957480,0.957576,0.000095,0.00287512,1.76997485,0.982665
pkdd8,PKDD-8,257,259.000,264.000,3141,150,29,0.103571,5.800000,61.339870,20.908598,0.766748,0.203517,0.281009,2.765484,0.645445,51.339195,1829,0.281009,-2.0129685401916504,16,0.551724,0.00645830,0.00645830,0.00000016,0.00645830,0.00643143,0.00416065,1.166719,1.168283,-0.001340,0.021579,0.021545,0.001558,0.958060,0.958144,0.000084,0.00285643,1.70584136,0.985643
pkdd8,PKDD-8,258,260.000,265.000,3197,150,28,0.100000,5.600000,61.421768,20.756882,0.767772,0.209009,0.297519,2.741506,0.469867,50.819740,1868,0.297519,-2.0629146099090576,21,0.750000,0.00649849,0.00649849,-0.00000032,0.00649849,0.00647098,0.00423358,1.156085,1.158253,-0.001875,0.020258,0.020224,0.001703,0.960566,0.960652,0.000086,0.00273494,1.65912604,0.981744
pkdd8,PKDD-8,259,261.000,266.000,3229,150,28,0.100000,5.600000,61.530666,20.721819,0.769133,0.213934,0.305271,2.564746,0.300038,47.388924,1905,0.305271,-2.2626571655273438,21,0.750000,0.00658326,0.00658326,-0.00000008,0.00658326,0.00655517,0.00426709,1.173833,1.176578,-0.002338,0.022591,0.022552,0.001719,0.955999,0.956099,0.000100,0.00278083,1.58237185,0.977905
pkdd8,PKDD-8,260,262.000,267.000,3279,150,29,0.103571,5.800000,61.566551,20.648762,0.769582,0.204276,0.292246,2.422205,0.221912,44.669273,1994,0.292246,-2.4087209701538086,25,0.862069,0.00643893,0.00643893,0.00000000,0.00643893,0.00640990,0.00450915,1.164849,1.167653,-0.002408,0.021533,0.021496,0.001739,0.958067,0.958160,0.000093,0.00280923,1.46167808,0.977984
pkdd8,PKDD-8,261,263.000,268.000,3209,150,30,0.107143,6.000000,61.262901,20.771000,0.765786,0.200883,0.285465,2.261771,0.019942,41.835754,1962,0.285465,-2.554819107055664,25,0.833333,0.00625085,0.00625084,0.00000049,0.00625085,0.00622210,0.00459946,1.155949,1.158199,-0.001947,0.020457,0.020419,0.001868,0.960085,0.960171,0.000086,0.00281757,1.35762261,0.980322
pkdd8,PKDD-8,262,264.000,269.000,3110,150,26,0.092857,5.200000,60.823734,20.985321,0.760297,0.208474,0.289150,2.158736,0.019942,39.991058,1881,0.289150,-2.7249560356140137,13,0.500000,0.00611997,0.00611997,0.00000050,0.00611997,0.00609178,0.00460609,1.165786,1.167437,-0.001416,0.021747,0.021707,0.001856,0.957901,0.957994,0.000093,0.00268561,1.24518973,0.977262
pkdd8,PKDD-8,263,265.000,270.000,3028,150,26,0.092857,5.200000,60.683311,21.227791,0.758541,0.218967,0.311142,2.109694,0.019942,39.190628,1823,0.311142,-2.7773051261901855,4,0.153846,0.00593644,0.00593644,0.00000052,0.00593644,0.00590860,0.00468989,1.172308,1.173333,-0.000875,0.022480,0.022439,0.001831,0.956593,0.956686,0.000093,0.00296573,1.15895184,0.978000
pkdd8,PKDD-8,264,266.000,271.000,2925,150,23,0.082143,4.600000,60.501225,21.520063,0.756265,0.228623,0.320822,2.042153,0.019942,38.082054,1750,0.320822,-2.90341854095459,6,0.260870,0.00583736,0.00583736,0.00000044,0.00583736,0.00580988,0.00470743,1.155563,1.156261,-0.000604,0.020190,0.020158,0.001581,0.961188,0.961264,0.000076,0.00322392,1.10596801,0.982264
pkdd8,PKDD-8,265,267.000,272.000,2867,150,23,0.082143,4.600000,60.306995,21.634930,0.753837,0.244414,0.343618,2.002177,0.019942,37.185253,1693,0.343618,-2.9378886222839355,4,0.173913,0.00577433,0.00577433,0.00000053,0.00577433,0.00574613,0.00488376,1.164132,1.165547,-0.001215,0.021312,0.021286,0.001212,0.958945,0.959016,0.000071,0.00308389,1.08296711,0.977078
pkdd8,PKDD-8,266,268.000,273.000,2827,150,24,0.085714,4.800000,60.171406,21.742601,0.752143,0.269922,0.394447,1.892797,0.342259,34.745110,1617,0.394447,-3.0284862518310547,4,0.166667,0.00584113,0.00584112,0.00000035,0.00584113,0.00581330,0.00476448,1.172814,1.175623,-0.002396,0.022384,0.022359,0.001123,0.956970,0.957042,0.000072,0.00308105,1.07825533,0.975975
pkdd8,PKDD-8,267,269.000,274.000,2847,150,26,0.092857,5.200000,60.482624,21.792231,0.756033,0.275737,0.409846,2.142970,0.330908,40.389606,1604,0.409846,-2.7288341522216797,5,0.192308,0.00590807,0.00590806,0.00000035,0.00590807,0.00587998,0.00475370,1.164398,1.167539,-0.002698,0.021277,0.021254,0.001063,0.958883,0.958947,0.000064,0.00337473,1.10118038,0.977225
pkdd8,PKDD-8,268,270.000,275.000,2865,150,25,0.089286,5.000000,60.536583,21.796026,0.756707,0.262327,0.386937,2.408473,0.330908,46.422863,1592,0.386937,-2.454592227935791,5,0.200000,0.00598578,0.00598577,0.00000052,0.00598578,0.00595740,0.00473996,1.159075,1.162526,-0.002977,0.020585,0.020563,0.001060,0.960143,0.960207,0.000064,0.00335019,1.15401180,0.975466
pkdd8,PKDD-8,269,271.000,276.000,2898,150,26,0.092857,5.200000,60.777111,21.863264,0.759714,0.269833,0.399110,2.666232,0.330908,52.448174,1590,0.399110,-2.1664388179779053,4,0.153846,0.00592629,0.00592629,0.00000043,0.00592629,0.00589805,0.00476531,1.168994,1.172835,-0.003286,0.022042,0.022015,0.001204,0.957023,0.957094,0.000071,0.00290105,1.21838110,0.977846
pkdd8,PKDD-8,270,272.000,277.000,2864,150,25,0.089286,5.000000,61.054482,22.251015,0.763181,0.261099,0.388947,2.786935,0.330908,55.433887,1523,0.388947,-2.072061538696289,3,0.120000,0.00586299,0.00586299,0.00000053,0.00586299,0.00583504,0.00476707,1.170378,1.173913,-0.003020,0.022105,0.022076,0.001276,0.956940,0.957020,0.000080,0.00288984,1.30239716,0.981548
pkdd8,PKDD-8,271,273.000,278.000,2829,150,26,0.092857,5.200000,61.502197,22.678965,0.768777,0.239635,0.343771,2.909146,0.330908,58.273979,1515,0.343771,-1.9532018899917603,5,0.192308,0.00564472,0.00564472,0.00000055,0.00564472,0.00561601,0.00508551,1.164037,1.166973,-0.002522,0.021324,0.021301,0.001098,0.958384,0.958457,0.000073,0.00313202,1.38485838,0.978532
pkdd8,PKDD-8,272,274.000,279.000,2725,150,24,0.085714,4.800000,61.732418,23.316395,0.771655,0.226816,0.319330,2.827207,0.349024,56.711750,1441,0.319330,-2.1021738052368164,6,0.250000,0.00553023,0.00553023,0.00000056,0.00553023,0.00550123,0.00524486,1.167285,1.170252,-0.002542,0.021763,0.021742,0.001003,0.957553,0.957626,0.000072,0.00315043,1.48750572,0.975297
pkdd8,PKDD-8,273,275.000,280.000,2696,150,26,0.092857,5.200000,62.767570,24.069384,0.784595,0.229949,0.324517,2.940243,0.349024,59.395924,1413,0.324517,-2.0038886070251465,6,0.230769,0.00549732,0.00549731,0.00000037,0.00549732,0.00546837,0.00526540,1.167647,1.170956,-0.002834,0.021868,0.021846,0.001008,0.957342,0.957415,0.000073,0.00263517,1.61970663,0.975846
pkdd8,PKDD-8,274,276.000,281.000,2720,150,28,0.100000,5.600000,64.084511,24.497253,0.801056,0.222099,0.314364,2.992984,0.414965,60.981636,1437,0.314364,-1.9906651973724365,5,0.178571,0.00545243,0.00545243,0.00000000,0.00545243,0.00542310,0.00537803,1.168732,1.172376,-0.003118,0.021830,0.021811,0.000873,0.957532,0.957602,0.000069,0.00276231,1.74835741,0.970153
pkdd8,PKDD-8,275,277.000,282.000,2744,150,26,0.092857,5.200000,65.208916,24.751169,0.815111,0.233546,0.328758,3.192504,0.322938,65.932434,1454,0.328758,-1.8820667266845703,7,0.269231,0.00538457,0.00538457,-0.00000010,0.00538457,0.00535546,0.00540490,1.158430,1.162064,-0.003137,0.020527,0.020504,0.001105,0.960140,0.960207,0.000067,0.00261280,1.82455027,0.974328
pkdd8,PKDD-8,276,278.000,283.000,2752,150,26,0.092857,5.200000,66.035316,24.879696,0.825441,0.254943,0.355352,3.441381,0.032883,71.810867,1443,0.355352,-1.6595473289489746,13,0.500000,0.00534531,0.00534532,-0.00000039,0.00534531,0.00531691,0.00531424,1.161197,1.164082,-0.002484,0.020798,0.020769,0.001397,0.959872,0.959947,0.000075,0.00241270,1.82852301,0.976632
pkdd8,PKDD-8,277,279.000,284.000,2773,150,24,0.085714,4.800000,66.535095,24.839119,0.831689,0.269461,0.367864,3.572539,0.032883,74.922386,1437,0.367864,-1.5891094207763672,15,0.625000,0.00523260,0.00523260,-0.00000010,0.00523260,0.00520412,0.00544170,1.156763,1.160408,-0.003152,0.020295,0.020263,0.001582,0.960824,0.960905,0.000081,0.00238016,1.80119417,0.976376
pkdd8,PKDD-8,278,280.000,285.000,2743,150,22,0.078571,4.400000,66.357948,24.689556,0.829474,0.258617,0.358241,3.592942,0.032883,75.524757,1406,0.358241,-1.6076834201812744,23,1.045455,0.00488167,0.00488167,-0.00000011,0.00488167,0.00485401,0.00566633,1.160311,1.163035,-0.002347,0.020705,0.020673,0.001556,0.960014,0.960092,0.000078,0.00263405,1.67865378,0.978813
pkdd8,PKDD-8,279,281.000,286.000,2570,150,22,0.078571,4.400000,65.605774,25.117163,0.820072,0.244188,0.341983,3.570302,0.032883,74.628227,1259,0.341983,-1.598834753036499,23,1.045455,0.00451967,0.00451967,-0.00000011,0.00451967,0.00449339,0.00581435,1.153911,1.156013,-0.001822,0.020044,0.020007,0.001811,0.961353,0.961431,0.000078,0.00253482,1.58456319,0.980509
pkdd8,PKDD-8,280,282.000,287.000,2378,150,20,0.071429,4.000000,64.822372,25.750219,0.810280,0.233109,0.325891,3.524858,0.032883,72.823280,1097,0.325891,-1.6481142044067383,20,1.000000,0.00427965,0.00427965,-0.00000060,0.00427965,0.00425466,0.00583982,1.152029,1.153812,-0.001548,0.019874,0.019840,0.001683,0.961633,0.961707,0.000074,0.00243616,1.54455216,0.970909
pkdd8,PKDD-8,281,283.000,288.000,2243,150,21,0.075000,4.200000,64.331032,26.334803,0.804138,0.226297,0.313721,3.667806,0.670961,74.979729,982,0.313721,-1.445394515991211,12,0.571429,0.00410754,0.00410755,-0.00000025,0.00410754,0.00408227,0.00615416,1.154206,1.156542,-0.002024,0.020210,0.020179,0.001542,0.960766,0.960840,0.000074,0.00226246,1.53212567,0.966145
pkdd8,PKDD-8,282,284.000,289.000,2140,150,20,0.071429,4.000000,64.041626,26.874773,0.800520,0.227249,0.315603,3.826534,0.600764,77.459877,903,0.315603,-1.2766509056091309,14,0.700000,0.00395003,0.00395004,-0.00000052,0.00395003,0.00392534,0.00625274,1.151992,1.152976,-0.000854,0.019831,0.019801,0.001527,0.961501,0.961573,0.000071,0.00236952,1.61356256,0.967462
pkdd8,PKDD-8,283,285.000,290.000,2033,150,19,0.067857,3.800000,64.025436,27.657978,0.800318,0.238208,0.332194,3.910276,0.488787,78.040596,797,0.332194,-1.2066705226898193,14,0.736842,0.00383646,0.00383646,-0.00000060,0.00383646,0.00381160,0.00648050,1.150488,1.152029,-0.001339,0.019665,0.019633,0.001647,0.961912,0.961994,0.000082,0.00246746,1.75178443,0.964869
pkdd8,PKDD-8,284,286.000,291.000,1947,150,15,0.053571,3.000000,63.797749,28.311693,0.797472,0.248835,0.344634,4.127925,0.488787,82.393150,685,0.344634,-1.0292613506317139,16,1.066667,0.00384757,0.00384757,0.00000000,0.00384757,0.00382225,0.00657923,1.157758,1.159315,-0.001345,0.020420,0.020385,0.001687,0.960481,0.960569,0.000089,0.00203312,1.74704654,0.966373
pkdd8,PKDD-8,285,287.000,292.000,1927,150,17,0.060714,3.400000,63.285938,28.423101,0.791074,0.235624,0.335792,4.505716,0.488787,88.668991,639,0.335792,-0.5409801006317139,16,0.941176,0.00378818,0.00378818,0.00000027,0.00378818,0.00376206,0.00689720,1.163014,1.164618,-0.001379,0.021037,0.020996,0.001952,0.959367,0.959466,0.000099,0.00192975,1.70632208,0.969695
pkdd8,PKDD-8,286,288.000,293.000,1871,150,19,0.067857,3.800000,62.521912,28.719675,0.781524,0.221430,0.330703,4.916345,0.488787,95.841652,583,0.330703,-0.002866029739379883,16,0.842105,0.00366149,0.00366149,0.00000063,0.00366149,0.00363568,0.00704865,1.165174,1.166853,-0.001442,0.021134,0.021090,0.002090,0.959314,0.959416,0.000103,0.00247857,1.72234640,0.971277
pkdd8,PKDD-8,287,289.000,294.000,1786,150,19,0.067857,3.800000,61.531727,29.201918,0.769147,0.215953,0.341484,5.101791,0.488787,97.625282,501,0.341484,0.2611982822418213,10,0.526316,0.00355496,0.00355496,0.00000087,0.00355496,0.00352990,0.00705041,1.162507,1.164829,-0.001997,0.020679,0.020639,0.001949,0.960333,0.960431,0.000098,0.00238215,1.62206583,0.967092
pkdd8,PKDD-8,288,290.000,295.000,1723,150,17,0.060714,3.400000,60.528229,29.435184,0.756603,0.225739,0.354188,5.079501,1.219479,95.126122,474,0.354188,0.26688337326049805,2,0.117647,0.00373140,0.00373140,0.00000069,0.00373140,0.00370621,0.00674971,1.155000,1.157222,-0.001924,0.019724,0.019686,0.001956,0.962213,0.962304,0.000091,0.00197475,1.60977358,0.970500
pkdd8,PKDD-8,289,291.000,296.000,1800,150,18,0.064286,3.600000,60.081375,29.215660,0.751017,0.239110,0.357929,5.439538,1.915204,97.648033,582,0.357929,0.7199277877807617,1,0.055556,0.00389276,0.00389276,0.00000059,0.00389276,0.00386685,0.00665626,1.161411,1.164083,-0.002301,0.020829,0.020780,0.002354,0.960020,0.960140,0.000120,0.00238629,1.70143400,0.967531
pkdd8,PKDD-8,290,292.000,297.000,1871,150,16,0.057143,3.200000,60.030502,29.239780,0.750381,0.248355,0.361082,5.509650,1.822342,98.000908,679,0.361082,0.7616883516311646,1,0.062500,0.00389749,0.00389749,0.00000112,0.00389749,0.00387083,0.00684069,1.153600,1.156800,-0.002774,0.020001,0.019958,0.002140,0.961292,0.961402,0.000110,0.00240266,1.78118787,0.965680
pkdd8,PKDD-8,291,293.000,298.000,1875,150,16,0.057143,3.200000,59.335987,29.591068,0.741700,0.260067,0.370942,5.107874,1.706151,87.229858,683,0.370942,0.3657867908477783,1,0.062500,0.00405749,0.00405749,0.00000063,0.00405749,0.00402991,0.00679796,1.151204,1.154280,-0.002671,0.019937,0.019899,0.001872,0.961172,0.961276,0.000104,0.00219438,1.81102054,0.958483
pkdd8,PKDD-8,292,294.000,299.000,1951,150,17,0.060714,3.400000,58.759930,29.376451,0.734499,0.261722,0.363639,4.899330,1.693275,81.362091,730,0.363639,0.19555068016052246,2,0.117647,0.00419508,0.00419508,0.00000086,0.00419508,0.00416665,0.00677685,1.153122,1.156095,-0.002578,0.020205,0.020165,0.001997,0.960476,0.960583,0.000107,0.00217503,1.89342165,0.961868
pkdd8,PKDD-8,293,295.000,300.000,2018,150,17,0.060714,3.400000,57.926704,28.991777,0.724084,0.254033,0.342201,4.787133,1.693275,77.469551,769,0.342201,0.12285232543945312,3,0.176471,0.00417517,0.00417517,0.00000062,0.00417517,0.00414665,0.00683178,1.155446,1.159406,-0.003428,0.020367,0.020327,0.001974,0.960122,0.960233,0.000111,0.00240014,1.87976929,0.961238
pkdd8,PKDD-8,294,296.000,301.000,2020,150,18,0.064286,3.600000,57.145809,28.599360,0.714323,0.238398,0.325516,4.429289,1.693275,70.937523,770,0.325516,-0.20564532279968262,2,0.111111,0.00416055,0.00416054,0.00000111,0.00416055,0.00413283,0.00666352,1.150813,1.154263,-0.002998,0.019764,0.019709,0.002777,0.961219,0.961369,0.000149,0.00221282,1.91273918,0.960744
pkdd8,PKDD-8,295,297.000,302.000,2029,150,17,0.060714,3.400000,56.420689,28.068783,0.705259,0.239183,0.329448,4.189107,1.693275,66.690514,779,0.329448,-0.44112956523895264,2,0.117647,0.00429100,0.00429100,0.00000084,0.00429100,0.00426402,0.00628867,1.155746,1.158594,-0.002465,0.020294,0.020240,0.002672,0.960272,0.960418,0.000146,0.00251880,2.01291927,0.963462
pkdd8,PKDD-8,296,298.000,303.000,2106,150,17,0.060714,3.400000,56.207764,27.239868,0.702597,0.225020,0.330916,4.197556,1.440907,68.627098,856,0.330916,-0.42105090618133545,2,0.117647,0.00421750,0.00421750,0.00000043,0.00421750,0.00419138,0.00619273,1.153404,1.156280,-0.002494,0.019769,0.019713,0.002831,0.961464,0.961610,0.000145,0.00268219,2.06990443,0.968289
pkdd8,PKDD-8,297,299.000,304.000,2086,150,16,0.057143,3.200000,55.431446,26.939566,0.692893,0.239804,0.389341,4.157316,0.695065,69.522812,894,0.389341,-0.4398338794708252,1,0.062500,0.00412619,0.00412619,0.00000000,0.00412619,0.00410060,0.00620317,1.158126,1.160566,-0.002107,0.020225,0.020167,0.002866,0.960980,0.961129,0.000149,0.00296059,2.09013988,0.967496
pkdd8,PKDD-8,298,300.000,305.000,2049,150,16,0.057143,3.200000,54.609249,27.062527,0.682616,0.259343,0.441107,4.175270,0.001065,71.684235,906,0.441107,-0.37339353561401367,0,0.000000,0.00398495,0.00398495,0.00000026,0.00398495,0.00395967,0.00634368,1.149722,1.151239,-0.001320,0.019287,0.019226,0.003124,0.962689,0.962836,0.000147,0.00339391,2.12299150,0.963809
pkdd8,PKDD-8,299,301.000,306.000,1977,150,15,0.053571,3.000000,53.562145,27.570807,0.669527,0.267231,0.449137,4.165437,0.001065,73.164688,864,0.449137,-0.3444317579269409,0,0.000000,0.00381292,0.00381292,-0.00000067,0.00381292,0.00378763,0.00663247,1.145281,1.146341,-0.000926,0.018612,0.018580,0.001737,0.963927,0.964001,0.000074,0.00322001,2.16144441,0.953950
pkdd8,PKDD-8,300,302.000,307.000,1886,150,16,0.057143,3.200000,51.999329,28.085800,0.649992,0.254827,0.444077,4.057299,0.001065,71.946823,790,0.444077,-0.35414624214172363,3,0.187500,0.00360083,0.00360083,-0.00000129,0.00360083,0.00357578,0.00695531,1.145833,1.146959,-0.000983,0.018533,0.018498,0.001916,0.964144,0.964225,0.000081,0.00302709,2.11804047,0.940456
pkdd8,PKDD-8,301,303.000,308.000,1776,150,16,0.057143,3.200000,50.202465,28.694790,0.627531,0.240674,0.424182,4.162086,0.001065,74.535568,680,0.424182,-0.12884771823883057,3,0.187500,0.00349270,0.00349270,-0.00000088,0.00349270,0.00346683,0.00740668,1.138192,1.138775,-0.000512,0.017526,0.017489,0.002103,0.966062,0.966142,0.000081,0.00261763,2.22626740,0.927055
pkdd8,PKDD-8,302,304.000,309.000,1715,150,15,0.053571,3.000000,49.084774,29.220573,0.613560,0.207361,0.353492,4.330255,0.001065,78.165543,590,0.353492,0.10869991779327393,3,0.200000,0.00350323,0.00350323,-0.00000081,0.00350323,0.00347634,0.00767585,1.139766,1.140351,-0.000513,0.017866,0.017831,0.001962,0.965191,0.965269,0.000078,0.00289850,2.61498957,0.911579
pkdd8,PKDD-8,303,305.000,310.000,1710,150,16,0.057143,3.200000,48.699558,29.329823,0.608744,0.187994,0.282507,4.877975,1.483547,88.623611,568,0.282507,0.766258716583252,6,0.375000,0.00367113,0.00367113,-0.00000077,0.00367113,0.00364408,0.00736671,1.139091,1.139652,-0.000492,0.017572,0.017542,0.001722,0.966119,0.966189,0.000070,0.00309648,2.49668072,0.905356
pkdd8,PKDD-8,304,306.000,311.000,1783,150,17,0.060714,3.400000,49.554577,29.136154,0.619432,0.187070,0.282414,5.266194,1.483547,96.371872,612,0.282414,1.1665602922439575,6,0.352941,0.00377718,0.00377718,-0.00000027,0.00377718,0.00375065,0.00702431,1.137780,1.138874,-0.000961,0.017508,0.017475,0.001883,0.966441,0.966514,0.000072,0.00305395,2.27044077,0.910443
pkdd8,PKDD-8,305,307.000,312.000,1829,150,15,0.053571,3.000000,50.412632,29.224527,0.630158,0.186955,0.279664,5.588925,1.483547,103.264137,641,0.279664,1.4315743446350098,3,0.200000,0.00379139,0.00379139,-0.00000027,0.00379139,0.00376405,0.00721109,1.144809,1.145902,-0.000955,0.018727,0.018698,0.001546,0.963840,0.963906,0.000065,0.00309256,1.99264567,0.921066
pkdd8,PKDD-8,306,308.000,313.000,1830,150,15,0.053571,3.000000,51.009506,29.626034,0.637619,0.189166,0.279982,5.636207,1.483547,104.067711,642,0.279982,1.4517334699630737,3,0.200000,0.00393196,0.00393196,-0.00000065,0.00393196,0.00390689,0.00637526,1.143008,1.144597,-0.001390,0.018531,0.018507,0.001315,0.964218,0.964277,0.000060,0.00369883,1.81311255,0.931833
