dataset,dataset_name,window_id,start_s,end_s,sample_rows,frame_count,vehicle_count,density_veh_per_m,flow_veh_per_s,mean_speed_kmh,std_speed_kmh,speed_ratio,mean_abs_acc,std_acc,mean_headway_s,min_headway_s,mean_space_gap_m,headway_sample_count,acceleration_interference,mgti,lane_change_count,lane_change_rate,hbb_occupancy,obb_occupancy,occupancy_reduction,hbb_hfgo_occupancy,hfgo_occupancy,hfgo_occupancy_reduction,hbb_grid_active_mean,obb_grid_active_mean,grid_active_reduction,hbb_grid_entropy_mean,obb_grid_entropy_mean,grid_entropy_reduction,hbb_grid_peak_frac_mean,obb_grid_peak_frac_mean,grid_peak_gain,sgt_hfgo,direction_fluctuation,theta_conf_mean
pkdd8,PKDD-8,519,521.000,526.000,1381,150,13,0.046429,2.600000,66.015816,25.890169,0.825198,0.182862,0.271597,5.416723,2.231709,118.865875,481,0.271597,0.18518733978271484,0,0.000000,0.00286073,0.00286073,0.00000117,0.00286073,0.00286073,0.00000000,1.166314,1.171247,-0.004230,0.021182,0.021152,0.001407,0.959108,0.959196,0.000087,0.00187464,1.66611931,0.954017
pkdd8,PKDD-8,520,522.000,527.000,1419,150,13,0.046429,2.600000,67.607315,26.296492,0.845091,0.184052,0.269744,4.956295,1.215758,111.329224,490,0.269744,-0.42392468452453613,0,0.000000,0.00290606,0.00290605,0.00000097,0.00290606,0.00290606,0.00000000,1.160243,1.163624,-0.002914,0.020425,0.020397,0.001379,0.960547,0.960620,0.000074,0.00181778,1.78503315,0.954361
pkdd8,PKDD-8,521,523.000,528.000,1479,150,13,0.046429,2.600000,69.198441,26.344784,0.864981,0.208996,0.309954,4.325329,0.214328,99.479492,520,0.309954,-1.2241315841674805,0,0.000000,0.00289778,0.00289778,0.00000053,0.00289778,0.00289778,0.00000000,1.162252,1.164238,-0.001709,0.020733,0.020622,0.005347,0.960153,0.960327,0.000174,0.00179039,1.83840715,0.961258
pkdd8,PKDD-8,522,524.000,529.000,1510,150,15,0.053571,3.000000,69.846458,25.950594,0.873081,0.246779,0.397928,4.144413,0.001196,91.683762,510,0.397928,-1.4246740341186523,0,0.000000,0.00293947,0.00293947,0.00000088,0.00293947,0.00293947,0.00000000,1.160897,1.162820,-0.001656,0.020493,0.020396,0.004751,0.960695,0.960849,0.000154,0.00192432,1.93248268,0.971154
pkdd8,PKDD-8,523,525.000,530.000,1560,150,12,0.042857,2.400000,70.302162,24.977673,0.878777,0.298994,0.489263,4.231826,0.001196,85.356026,530,0.489263,-1.405112385749817,0,0.000000,0.00321730,0.00321729,0.00000032,0.00321730,0.00321730,0.00000000,1.185586,1.187387,-0.001520,0.023811,0.023695,0.004840,0.954174,0.954386,0.000211,0.00190895,2.24363624,0.981081
pkdd8,PKDD-8,524,526.000,531.000,1665,150,14,0.050000,2.800000,70.620865,23.239769,0.882761,0.354140,0.562006,4.745500,0.001196,89.293686,626,0.562006,-0.7996295690536499,4,0.285714,0.00366317,0.00366317,-0.00000014,0.00366317,0.00366317,0.00000000,1.195759,1.199021,-0.002729,0.025139,0.025037,0.004029,0.951518,0.951719,0.000201,0.00240116,2.71804557,0.990212
pkdd8,PKDD-8,525,527.000,532.000,1839,150,18,0.064286,3.600000,71.163628,21.002613,0.889545,0.388373,0.597364,5.174958,0.001196,95.446480,771,0.597364,-0.26776623725891113,7,0.388889,0.00396203,0.00396203,0.00000006,0.00396203,0.00396203,0.00000000,1.193416,1.196502,-0.002586,0.024679,0.024573,0.004309,0.952393,0.952592,0.000200,0.00204226,2.67321453,0.997685
pkdd8,PKDD-8,526,528.000,533.000,1944,150,18,0.064286,3.600000,71.625496,18.882189,0.895319,0.384706,0.591051,5.402000,0.001196,98.106125,846,0.591051,-0.0424346923828125,7,0.388889,0.00403309,0.00403309,-0.00000013,0.00403309,0.00403309,0.00000000,1.198330,1.201983,-0.003049,0.025350,0.025307,0.001691,0.950882,0.951002,0.000121,0.00199185,2.30080528,1.000000
pkdd8,PKDD-8,527,529.000,534.000,1916,150,18,0.064286,3.600000,72.135620,17.206097,0.901695,0.397391,0.581609,5.172098,0.739437,93.990273,799,0.581609,-0.31803417205810547,7,0.388889,0.00434153,0.00434153,-0.00000024,0.00434153,0.00434153,0.00000000,1.210105,1.213107,-0.002480,0.026742,0.026684,0.002156,0.948212,0.948357,0.000145,0.00216096,1.97396238,1.000000
pkdd8,PKDD-8,528,530.000,535.000,1999,150,20,0.071429,4.000000,72.957497,15.199164,0.911969,0.380004,0.544826,4.809066,0.739437,92.280556,852,0.544826,-0.7231978178024292,7,0.350000,0.00460596,0.00460596,-0.00000045,0.00460596,0.00460596,0.00000000,1.196998,1.199343,-0.001959,0.024937,0.024896,0.001639,0.952038,0.952136,0.000098,0.00281538,1.92172298,1.000000
pkdd8,PKDD-8,529,531.000,536.000,2132,150,23,0.082143,4.600000,73.468910,13.517341,0.918361,0.357814,0.511205,4.328864,0.739437,85.525665,934,0.511205,-1.2270182371139526,3,0.130435,0.00465665,0.00465665,-0.00000044,0.00465665,0.00465665,0.00000000,1.196404,1.196865,-0.000385,0.025019,0.024975,0.001760,0.951764,0.951853,0.000088,0.00221888,1.88142594,1.000000
pkdd8,PKDD-8,530,532.000,537.000,2169,150,22,0.078571,4.400000,73.935608,12.220218,0.924195,0.355294,0.503476,3.893345,0.646267,77.982620,969,0.503476,-1.7489080429077148,0,0.000000,0.00492932,0.00492932,-0.00000104,0.00492932,0.00492932,0.00000000,1.192007,1.192007,0.000000,0.024432,0.024388,0.001778,0.953049,0.953140,0.000090,0.00193924,1.88529081,1.000000
pkdd8,PKDD-8,531,533.000,538.000,2302,150,19,0.067857,3.800000,74.335617,11.139406,0.929195,0.328830,0.481005,3.638556,0.443005,73.599136,1102,0.481005,-2.102118968963623,3,0.157895,0.00529329,0.00529329,-0.00000068,0.00529329,0.00529329,0.00000000,1.197421,1.197824,-0.000336,0.025290,0.025243,0.001875,0.951271,0.951366,0.000095,0.00229917,1.92500209,1.000000
pkdd8,PKDD-8,532,534.000,539.000,2482,150,19,0.067857,3.800000,74.606483,10.450308,0.932581,0.309078,0.466982,3.537570,0.431194,71.131042,1282,0.466982,-2.222299575805664,9,0.473684,0.00553171,0.00553171,-0.00000037,0.00553171,0.00553171,0.00000000,1.186636,1.187404,-0.000647,0.023946,0.023914,0.001353,0.953730,0.953799,0.000069,0.00228335,2.03044473,1.000000
pkdd8,PKDD-8,533,535.000,540.000,2604,150,21,0.075000,4.200000,74.771370,10.081185,0.934642,0.295362,0.447705,3.425298,0.431194,68.404709,1424,0.447705,-2.3186333179473877,12,0.571429,0.00551047,0.00551047,0.00000000,0.00551047,0.00551047,0.00000000,1.194024,1.194800,-0.000650,0.025076,0.025041,0.001396,0.951351,0.951426,0.000076,0.00217569,2.03100568,1.000000
pkdd8,PKDD-8,534,536.000,541.000,2577,150,20,0.071429,4.000000,75.014816,9.667414,0.937685,0.278595,0.412183,3.245006,0.431194,65.691788,1427,0.412183,-2.558742046356201,12,0.600000,0.00537116,0.00537116,0.00000067,0.00537116,0.00537116,0.00000000,1.187374,1.188179,-0.000677,0.023887,0.023852,0.001495,0.954100,0.954179,0.000078,0.00213687,2.06089364,1.000000
pkdd8,PKDD-8,535,537.000,542.000,2487,150,20,0.071429,4.000000,75.031944,9.315944,0.937899,0.246016,0.349827,3.096686,0.431194,63.546349,1367,0.349827,-2.736088752746582,14,0.700000,0.00505402,0.00505401,0.00000132,0.00505402,0.00505402,0.00000000,1.193631,1.194480,-0.000711,0.024774,0.024743,0.001249,0.952116,0.952189,0.000073,0.00220734,2.05785527,1.000000
pkdd8,PKDD-8,536,538.000,543.000,2355,150,21,0.075000,4.200000,74.682526,9.147687,0.933532,0.236928,0.331052,3.189572,0.431194,65.664864,1265,0.331052,-2.6011483669281006,11,0.523810,0.00479227,0.00479226,0.00000150,0.00479227,0.00479227,0.00000000,1.190624,1.191508,-0.000743,0.024409,0.024381,0.001172,0.952810,0.952885,0.000076,0.00216251,2.09603974,1.000000
pkdd8,PKDD-8,537,539.000,544.000,2261,150,23,0.082143,4.600000,73.924911,8.898675,0.924061,0.278107,0.413877,3.384752,0.849270,68.752762,1201,0.413877,-2.309300661087036,5,0.217391,0.00447900,0.00447900,0.00000138,0.00447900,0.00447900,0.00000000,1.190009,1.190476,-0.000392,0.024442,0.024403,0.001576,0.952997,0.953087,0.000091,0.00230079,2.19617280,1.000000
pkdd8,PKDD-8,538,540.000,545.000,2142,150,21,0.075000,4.200000,72.700424,8.565032,0.908755,0.315130,0.476107,3.675156,0.924152,73.217232,1092,0.476107,-1.9537651538848877,2,0.095238,0.00436422,0.00436421,0.00000094,0.00436422,0.00436422,0.00000000,1.175746,1.176694,-0.000806,0.022394,0.022362,0.001440,0.957081,0.957159,0.000078,0.00263884,2.58353322,1.000000
pkdd8,PKDD-8,539,541.000,546.000,2111,150,21,0.075000,4.200000,71.694794,8.073253,0.896185,0.303901,0.470371,3.897254,0.943381,76.755836,1081,0.470371,-1.646780252456665,2,0.095238,0.00429349,0.00429349,0.00000024,0.00429349,0.00429349,0.00000000,1.186641,1.188063,-0.001198,0.024249,0.024212,0.001500,0.952921,0.953010,0.000089,0.00259320,2.54653690,1.000000
pkdd8,PKDD-8,540,542.000,547.000,2111,150,22,0.078571,4.400000,70.919991,7.793157,0.886500,0.298943,0.466069,3.994073,0.943381,78.345947,1130,0.466069,-1.4712227582931519,0,0.000000,0.00428638,0.00428638,0.00000048,0.00428638,0.00428638,0.00000000,1.188599,1.190024,-0.001199,0.024272,0.024236,0.001497,0.953281,0.953369,0.000088,0.00228122,2.24221226,1.000000
pkdd8,PKDD-8,541,543.000,548.000,2105,150,19,0.067857,3.800000,70.757156,7.819343,0.884464,0.307412,0.467523,3.795232,0.943381,75.308617,1184,0.467523,-1.7392656803131104,0,0.000000,0.00431901,0.00431901,0.00000000,0.00431901,0.00431901,0.00000000,1.188330,1.190228,-0.001597,0.023913,0.023878,0.001461,0.954071,0.954159,0.000088,0.00235689,2.11089436,1.000000
pkdd8,PKDD-8,542,544.000,549.000,2108,150,20,0.071429,4.000000,70.887321,7.956221,0.886092,0.247288,0.361146,3.629321,0.943381,73.001732,1247,0.361146,-1.9090160131454468,0,0.000000,0.00439331,0.00439331,0.00000000,0.00439331,0.00439331,0.00000000,1.183817,1.185688,-0.001580,0.023422,0.023390,0.001370,0.954817,0.954899,0.000081,0.00224665,2.10134409,1.000000
pkdd8,PKDD-8,543,545.000,550.000,2138,150,22,0.078571,4.400000,71.179146,8.118473,0.889739,0.194300,0.260492,3.452630,0.943381,70.393501,1308,0.260492,-2.079899549484253,0,0.000000,0.00450337,0.00450337,-0.00000011,0.00450337,0.00450337,0.00000000,1.195937,1.197743,-0.001510,0.025002,0.024965,0.001485,0.951777,0.951868,0.000091,0.00187843,2.20353304,1.000000
pkdd8,PKDD-8,544,546.000,551.000,2215,150,23,0.082143,4.600000,71.635384,8.375007,0.895442,0.195359,0.254398,3.351204,0.950446,69.157661,1395,0.254398,-2.1954445838928223,0,0.000000,0.00466438,0.00466438,-0.00000011,0.00466438,0.00466438,0.00000000,1.192191,1.194794,-0.002183,0.024481,0.024448,0.001369,0.952863,0.952944,0.000081,0.00194764,2.65475570,1.000000
pkdd8,PKDD-8,545,547.000,552.000,2305,150,21,0.075000,4.200000,72.201057,8.448556,0.902513,0.207940,0.271659,3.247326,0.950745,67.493492,1466,0.271659,-2.3801321983337402,0,0.000000,0.00481146,0.00481146,0.00000000,0.00481146,0.00481146,0.00000000,1.180829,1.184178,-0.002836,0.023510,0.023478,0.001369,0.954275,0.954354,0.000080,0.00181768,2.94110967,1.000000
pkdd8,PKDD-8,546,548.000,553.000,2389,150,20,0.071429,4.000000,72.619545,8.413048,0.907744,0.206885,0.274848,3.153210,0.108715,65.548523,1520,0.274848,-2.5236315727233887,1,0.050000,0.00499675,0.00499675,0.00000051,0.00499675,0.00499675,0.00000000,1.175789,1.178186,-0.002039,0.022997,0.022954,0.001859,0.955311,0.955394,0.000083,0.00187624,2.23829844,1.000000
pkdd8,PKDD-8,547,549.000,554.000,2503,150,23,0.082143,4.600000,72.759766,8.933411,0.909497,0.219754,0.326813,3.039852,0.108715,63.369076,1575,0.326813,-2.5957190990448,1,0.043478,0.00508931,0.00508931,0.00000030,0.00508931,0.00508931,0.00000000,1.184940,1.187671,-0.002305,0.024060,0.024019,0.001707,0.953398,0.953484,0.000085,0.00182013,2.06808334,1.000000
pkdd8,PKDD-8,548,550.000,555.000,2563,150,21,0.075000,4.200000,73.087418,9.280008,0.913593,0.226584,0.332343,2.867786,0.108715,60.278542,1604,0.332343,-2.8479812145233154,1,0.047619,0.00504959,0.00504959,0.00000082,0.00504959,0.00504959,0.00000000,1.183649,1.186809,-0.002669,0.024157,0.024118,0.001591,0.953050,0.953131,0.000081,0.00172014,1.93347775,1.000000
pkdd8,PKDD-8,549,551.000,556.000,2532,150,21,0.075000,4.200000,73.119492,9.632967,0.913994,0.217946,0.329490,2.808349,0.108715,59.197529,1543,0.329490,-2.91843581199646,2,0.095238,0.00498175,0.00498175,0.00000093,0.00498175,0.00498175,0.00000000,1.168873,1.170878,-0.001716,0.021987,0.021951,0.001613,0.957439,0.957514,0.000075,0.00188181,1.82742717,1.000000
pkdd8,PKDD-8,550,552.000,557.000,2493,150,23,0.082143,4.600000,73.299286,10.023909,0.916241,0.226563,0.344827,2.925562,0.108715,61.928707,1448,0.344827,-2.75894832611084,6,0.260870,0.00502163,0.00502162,0.00000041,0.00502163,0.00502163,0.00000000,1.187500,1.189490,-0.001676,0.024250,0.024212,0.001553,0.953334,0.953420,0.000086,0.00204609,1.80095394,1.000000
pkdd8,PKDD-8,551,553.000,558.000,2512,150,23,0.082143,4.600000,73.221748,10.236321,0.915272,0.241751,0.367100,3.302228,0.146002,69.545029,1407,0.367100,-2.3386244773864746,5,0.217391,0.00496091,0.00496091,-0.00000031,0.00496091,0.00496091,0.00000000,1.192918,1.195767,-0.002388,0.024985,0.024954,0.001218,0.951904,0.951989,0.000085,0.00207844,1.78240578,1.000000
pkdd8,PKDD-8,552,554.000,559.000,2457,150,23,0.082143,4.600000,73.326576,10.043365,0.916582,0.233956,0.326583,3.686590,0.210539,77.375870,1321,0.326583,-1.9191415309906006,5,0.217391,0.00495680,0.00495680,0.00000000,0.00495680,0.00495680,0.00000000,1.188328,1.190811,-0.002090,0.024584,0.024552,0.001281,0.952479,0.952567,0.000087,0.00203318,1.72811856,1.000000
pkdd8,PKDD-8,553,555.000,560.000,2416,150,24,0.085714,4.800000,73.303802,10.009678,0.916298,0.244395,0.337355,4.010706,0.296308,83.893471,1250,0.337355,-1.535892128944397,5,0.208333,0.00503011,0.00503012,-0.00000041,0.00503011,0.00503011,0.00000000,1.184330,1.186804,-0.002089,0.023838,0.023809,0.001208,0.954105,0.954189,0.000083,0.00216208,1.68211566,1.000000
pkdd8,PKDD-8,554,556.000,561.000,2425,150,24,0.085714,4.800000,73.419022,10.076389,0.917738,0.266176,0.359029,4.247977,0.920892,88.975395,1229,0.359029,-1.2712310552597046,4,0.166667,0.00526671,0.00526672,-0.00000059,0.00526671,0.00526671,0.00000000,1.197399,1.200946,-0.002962,0.025435,0.025406,0.001148,0.951175,0.951271,0.000096,0.00229238,1.71077987,1.000000
pkdd8,PKDD-8,555,557.000,562.000,2538,150,26,0.092857,5.200000,72.943680,10.466242,0.911796,0.298832,0.496153,4.365250,1.263340,89.106567,1338,0.496153,-1.0645451545715332,0,0.000000,0.00546474,0.00546474,-0.00000057,0.00546474,0.00546474,0.00000000,1.197022,1.201222,-0.003509,0.025561,0.025495,0.002548,0.950754,0.950920,0.000166,0.00262692,1.70879131,1.000000
pkdd8,PKDD-8,556,558.000,563.000,2619,150,27,0.096429,5.400000,71.844063,12.837985,0.898051,0.324676,0.539500,3.928641,0.359747,79.900871,1404,0.539500,-1.4485002756118774,3,0.111111,0.00576883,0.00576883,-0.00000054,0.00576883,0.00576883,0.00000000,1.191044,1.194294,-0.002729,0.024777,0.024709,0.002746,0.952192,0.952360,0.000168,0.00272735,1.77054288,1.000000
pkdd8,PKDD-8,557,559.000,564.000,2769,150,27,0.096429,5.400000,70.833336,14.881771,0.885417,0.346297,0.568461,3.512522,0.015858,71.277985,1543,0.568461,-1.8302298784255981,6,0.222222,0.00620130,0.00620130,-0.00000033,0.00620130,0.00620130,0.00000000,1.190827,1.194510,-0.003092,0.024706,0.024641,0.002612,0.952430,0.952589,0.000160,0.00300441,1.85531020,1.000000
pkdd8,PKDD-8,558,560.000,565.000,2987,150,28,0.100000,5.600000,70.168205,16.483814,0.877103,0.379677,0.634324,3.287226,0.015858,66.543205,1761,0.634324,-2.007976531982422,11,0.392857,0.00648490,0.00648489,0.00000032,0.00648490,0.00648490,0.00000000,1.187821,1.191667,-0.003238,0.024497,0.024435,0.002547,0.952543,0.952695,0.000152,0.00311352,1.99779848,1.000000
pkdd8,PKDD-8,559,561.000,566.000,3120,150,27,0.096429,5.400000,69.585945,17.703506,0.869824,0.419554,0.709970,3.056813,0.015858,61.319469,1894,0.709970,-2.236691474914551,11,0.407407,0.00674849,0.00674849,0.00000061,0.00674849,0.00674849,0.00000000,1.188063,1.192104,-0.003401,0.024806,0.024739,0.002682,0.951620,0.951774,0.000155,0.00334079,2.06673673,1.000000
pkdd8,PKDD-8,560,562.000,567.000,3217,150,27,0.096429,5.400000,69.184685,18.627184,0.864809,0.428814,0.719612,2.786849,0.015858,56.896423,1991,0.719612,-2.5052154064178467,16,0.592593,0.00689878,0.00689878,0.00000045,0.00689878,0.00689878,0.00000000,1.187977,1.190723,-0.002312,0.024785,0.024417,0.014852,0.951714,0.952489,0.000776,0.00301834,2.14907565,1.000000
pkdd8,PKDD-8,561,563.000,568.000,3277,150,26,0.092857,5.200000,69.326530,18.695202,0.866582,0.431632,0.733444,2.863174,0.015858,57.949303,2066,0.733444,-2.4459187984466553,13,0.500000,0.00698651,0.00698651,0.00000037,0.00698651,0.00698651,0.00000000,1.198609,1.196191,0.002018,0.025784,0.024620,0.045148,0.950422,0.952244,0.001822,0.00327808,2.26213597,1.000000
pkdd8,PKDD-8,562,564.000,569.000,3308,150,27,0.096429,5.400000,69.562706,18.508909,0.869534,0.433329,0.741908,2.990437,0.244620,59.769470,2108,0.741908,-2.302539825439453,10,0.370370,0.00691790,0.00691790,0.00000030,0.00691790,0.00691790,0.00000000,1.214808,1.211152,0.003010,0.027228,0.025924,0.047898,0.948205,0.950199,0.001995,0.00289982,2.25135867,0.998355
pkdd8,PKDD-8,563,565.000,570.000,3282,150,29,0.103571,5.800000,69.552032,18.242203,0.869400,0.418088,0.718116,3.048464,0.414298,60.043957,2082,0.718116,-2.1989996433258057,6,0.206897,0.00689586,0.00689587,-0.00000030,0.00689586,0.00689586,0.00000000,1.225250,1.221314,0.003212,0.027887,0.026586,0.046665,0.947565,0.949557,0.001992,0.00271952,2.12585432,0.994278
pkdd8,PKDD-8,564,566.000,571.000,3303,150,30,0.107143,6.000000,69.363754,17.953968,0.867047,0.387263,0.655394,3.189535,0.492304,62.073376,2103,0.655394,-2.015911817550659,6,0.200000,0.00676465,0.00676465,-0.00000061,0.00676465,0.00676465,0.00000000,1.222969,1.217776,0.004246,0.026833,0.025523,0.048816,0.950155,0.952154,0.001999,0.00264248,2.05855870,0.990104
pkdd8,PKDD-8,565,567.000,572.000,3274,150,28,0.100000,5.600000,69.180779,17.827562,0.864760,0.352579,0.568783,3.288610,0.492304,63.071396,2074,0.568783,-1.9391111135482788,1,0.035714,0.00662352,0.00662352,-0.00000039,0.00662352,0.00662352,0.00000000,1.230124,1.225155,0.004039,0.026964,0.025967,0.036983,0.950392,0.951736,0.001344,0.00265536,2.02748190,0.985745
pkdd8,PKDD-8,566,568.000,573.000,3220,150,27,0.096429,5.400000,68.928772,17.653433,0.861610,0.327268,0.515609,3.291256,0.492375,63.032265,2020,0.515609,-1.9488035440444946,1,0.037037,0.00638610,0.00638610,-0.00000016,0.00638610,0.00638610,0.00000000,1.231735,1.232378,-0.000523,0.026800,0.026624,0.006562,0.950727,0.950985,0.000258,0.00252000,1.96986705,0.980882
pkdd8,PKDD-8,567,569.000,574.000,3107,150,28,0.100000,5.600000,68.472038,17.644674,0.855900,0.303957,0.470385,3.323317,0.507741,63.557579,1907,0.470385,-1.8749377727508545,1,0.035714,0.00611389,0.00611390,-0.00000042,0.00611389,0.00611389,0.00000000,1.230223,1.231575,-0.001099,0.026422,0.026383,0.001492,0.951339,0.951432,0.000093,0.00251289,1.94677063,0.977181
pkdd8,PKDD-8,568,570.000,575.000,2958,150,25,0.089286,5.000000,67.908775,17.685471,0.848860,0.287305,0.434653,3.558224,0.546245,68.242317,1758,0.434653,-1.6448297500610352,0,0.000000,0.00592981,0.00592981,0.00000000,0.00592981,0.00592981,0.00000000,1.224806,1.225863,-0.000863,0.025479,0.025446,0.001291,0.953357,0.953438,0.000082,0.00273221,1.99647201,0.976216
pkdd8,PKDD-8,569,571.000,576.000,2838,150,27,0.096429,5.400000,67.296600,17.652290,0.841208,0.275237,0.424586,3.680185,0.590603,70.324509,1638,0.424586,-1.4376091957092285,0,0.000000,0.00577069,0.00577069,0.00000036,0.00577069,0.00577069,0.00000000,1.244089,1.245908,-0.001462,0.028221,0.028188,0.001170,0.948116,0.948204,0.000088,0.00269256,2.10517511,0.975446
pkdd8,PKDD-8,570,572.000,577.000,2749,150,28,0.100000,5.600000,66.598778,17.493752,0.832485,0.263995,0.414542,3.697498,0.632988,70.287895,1549,0.414542,-1.3578537702560425,1,0.035714,0.00568857,0.00568857,0.00000036,0.00568857,0.00568857,0.00000000,1.241799,1.244010,-0.001781,0.027807,0.027778,0.001058,0.949059,0.949137,0.000078,0.00248779,2.19559969,0.975120
pkdd8,PKDD-8,571,573.000,578.000,2713,150,26,0.092857,5.200000,66.089699,17.313648,0.826121,0.252784,0.388415,3.775071,0.672127,71.106071,1513,0.388415,-1.2767729759216309,1,0.038462,0.00575151,0.00575151,0.00000089,0.00575151,0.00575151,0.00000000,1.221056,1.223227,-0.001778,0.025283,0.025262,0.000845,0.953943,0.954006,0.000063,0.00276677,2.32040729,0.975579
pkdd8,PKDD-8,572,574.000,579.000,2764,150,27,0.096429,5.400000,65.845398,17.011553,0.823067,0.266736,0.407380,3.796912,0.762749,71.043251,1565,0.407380,-1.2142794132232666,2,0.074074,0.00583800,0.00583799,0.00000079,0.00583800,0.00583800,0.00000000,1.227225,1.229335,-0.001720,0.026155,0.026136,0.000717,0.952232,0.952292,0.000060,0.00288504,2.86763063,0.978948
pkdd8,PKDD-8,573,575.000,580.000,2843,150,25,0.089286,5.000000,65.991798,16.859369,0.824897,0.282226,0.434368,3.607959,0.688274,67.253571,1670,0.434368,-1.4715510606765747,8,0.320000,0.00586021,0.00586021,0.00000070,0.00586021,0.00586021,0.00000000,1.231142,1.232872,-0.001405,0.026973,0.026950,0.000855,0.950217,0.950282,0.000065,0.00314048,3.01518365,0.983962
pkdd8,PKDD-8,574,576.000,581.000,2890,150,26,0.092857,5.200000,66.252388,16.740479,0.828155,0.292230,0.448842,3.442888,0.590820,64.389595,1743,0.448842,-1.6547263860702515,9,0.346154,0.00576937,0.00576936,0.00000054,0.00576937,0.00576937,0.00000000,1.205872,1.206921,-0.000870,0.023980,0.023958,0.000907,0.955525,0.955580,0.000055,0.00315342,2.64759866,0.988518
pkdd8,PKDD-8,575,577.000,582.000,2861,150,24,0.085714,4.800000,66.559517,16.716219,0.831994,0.297172,0.450722,3.422953,0.590820,64.466423,1733,0.450722,-1.7395517826080322,8,0.333333,0.00566075,0.00566075,0.00000027,0.00566075,0.00566075,0.00000000,1.192144,1.192852,-0.000594,0.023055,0.023035,0.000861,0.956564,0.956615,0.000051,0.00316577,2.50953527,0.993153
pkdd8,PKDD-8,576,578.000,583.000,2826,150,24,0.085714,4.800000,66.841301,16.600378,0.835516,0.300756,0.460334,3.311393,0.590820,62.799950,1728,0.460334,-1.8895654678344727,8,0.333333,0.00543054,0.00543054,0.00000000,0.00543054,0.00543054,0.00000000,1.201761,1.202495,-0.000611,0.025003,0.024971,0.001272,0.952158,0.952230,0.000072,0.00291922,2.37896559,0.997854
pkdd8,PKDD-8,577,579.000,584.000,2726,150,22,0.078571,4.400000,67.125252,16.442850,0.839066,0.291677,0.459067,3.119537,0.568693,59.668152,1657,0.459067,-2.163703203201294,7,0.318182,0.00531875,0.00531875,0.00000039,0.00531875,0.00531875,0.00000000,1.175524,1.176647,-0.000955,0.022376,0.022345,0.001409,0.956759,0.956826,0.000066,0.00235278,2.44901310,1.000000
pkdd8,PKDD-8,578,580.000,585.000,2672,150,24,0.085714,4.800000,67.308731,15.922453,0.841359,0.277405,0.439749,3.125110,0.546093,59.659786,1607,0.439749,-2.1330690383911133,1,0.041667,0.00522901,0.00522901,0.00000059,0.00522901,0.00522901,0.00000000,1.167813,1.169725,-0.001637,0.021858,0.021830,0.001284,0.957501,0.957570,0.000069,0.00248454,2.34641790,1.000000
pkdd8,PKDD-8,579,581.000,586.000,2616,150,24,0.085714,4.800000,67.620621,15.342430,0.845258,0.269360,0.413972,3.212209,0.499024,61.526871,1555,0.413972,-2.054241895675659,3,0.125000,0.00527958,0.00527958,0.00000058,0.00527958,0.00527958,0.00000000,1.180365,1.183029,-0.002257,0.023661,0.023638,0.000952,0.953942,0.954021,0.000079,0.00278235,2.50970887,1.000000
pkdd8,PKDD-8,580,582.000,587.000,2628,150,24,0.085714,4.800000,67.715813,14.553032,0.846448,0.270356,0.429163,3.300327,0.472196,63.296814,1578,0.429163,-1.960006594657898,4,0.166667,0.00534716,0.00534716,0.00000019,0.00534716,0.00534716,0.00000000,1.187950,1.190224,-0.001914,0.024286,0.024263,0.000946,0.953021,0.953101,0.000080,0.00269539,3.08634523,1.000000
pkdd8,PKDD-8,581,583.000,588.000,2639,150,25,0.089286,5.000000,67.681427,13.542412,0.846018,0.270420,0.437116,3.524735,0.472196,67.008331,1589,0.437116,-1.6831684112548828,4,0.160000,0.00551241,0.00551241,0.00000019,0.00551241,0.00551241,0.00000000,1.183308,1.187034,-0.003149,0.023568,0.023556,0.000507,0.954485,0.954554,0.000068,0.00260626,2.41966635,1.000000
pkdd8,PKDD-8,582,584.000,589.000,2684,150,26,0.092857,5.200000,67.600594,12.472021,0.845007,0.269623,0.435398,3.796570,0.472196,71.778900,1634,0.435398,-1.3568609952926636,4,0.153846,0.00551503,0.00551503,-0.00000019,0.00551503,0.00551503,0.00000000,1.190369,1.194883,-0.003793,0.024587,0.024575,0.000495,0.952423,0.952501,0.000078,0.00216608,2.14618830,1.000000
pkdd8,PKDD-8,583,585.000,590.000,2658,150,24,0.085714,4.800000,67.391098,11.539432,0.842389,0.265649,0.426157,3.933700,0.472196,74.330101,1608,0.426157,-1.2217841148376465,4,0.166667,0.00576145,0.00576145,0.00000000,0.00576145,0.00576145,0.00000000,1.199854,1.204223,-0.003641,0.025785,0.025766,0.000746,0.950070,0.950162,0.000092,0.00219133,1.81669726,1.000000
pkdd8,PKDD-8,584,586.000,591.000,2747,150,28,0.100000,5.600000,67.014015,10.540169,0.837675,0.267761,0.434139,3.816868,0.263668,71.671677,1668,0.434139,-1.241123914718628,1,0.035714,0.00597100,0.00597100,-0.00000017,0.00597100,0.00597100,0.00000000,1.188920,1.192472,-0.002987,0.024301,0.024272,0.001223,0.952980,0.953071,0.000091,0.00242435,1.62142534,1.000000
