dataset,dataset_name,window_id,start_s,end_s,sample_rows,frame_count,vehicle_count,density_veh_per_m,flow_veh_per_s,mean_speed_kmh,std_speed_kmh,speed_ratio,mean_abs_acc,std_acc,mean_headway_s,min_headway_s,mean_space_gap_m,headway_sample_count,acceleration_interference,mgti,lane_change_count,lane_change_rate,hbb_occupancy,obb_occupancy,occupancy_reduction,hbb_hfgo_occupancy,hfgo_occupancy,hfgo_occupancy_reduction,hbb_grid_active_mean,obb_grid_active_mean,grid_active_reduction,hbb_grid_entropy_mean,obb_grid_entropy_mean,grid_entropy_reduction,hbb_grid_peak_frac_mean,obb_grid_peak_frac_mean,grid_peak_gain,sgt_hfgo,direction_fluctuation,theta_conf_mean
xamn6,XAM-N-6,151,217.000,222.000,20959,300,83,0.592857,16.600000,13.763117,17.517809,0.229385,0.440563,1.030231,6.909750,0.000010,10.789444,14139,1.030231,10.941668510437012,16,0.192771,0.08597166,0.08597167,-0.00000019,0.08597166,0.08597166,0.00000000,1.536428,1.742545,-0.134153,0.070167,0.075260,-0.072577,0.861478,0.869262,0.007784,0.02999652,1.67619384,0.923436
xamn6,XAM-N-6,152,218.000,223.000,20652,300,83,0.592857,16.600000,13.156696,17.360054,0.219278,0.430597,1.035377,6.987187,0.000010,10.456097,13919,1.035377,11.042073249816895,5,0.060241,0.08499305,0.08499307,-0.00000019,0.08499305,0.08499305,0.00000000,1.550843,1.775228,-0.144686,0.071543,0.076851,-0.074196,0.859260,0.866733,0.007473,0.03058030,1.66577572,0.919901
xamn6,XAM-N-6,153,219.000,224.000,20599,300,83,0.592857,16.600000,12.834682,17.346254,0.213911,0.417203,0.988462,6.871881,0.000010,10.427295,13890,0.988462,10.94137954711914,6,0.072289,0.08499675,0.08499674,0.00000009,0.08499675,0.08499675,0.00000000,1.578232,1.812467,-0.148416,0.073494,0.078764,-0.071700,0.857072,0.864116,0.007043,0.02972081,1.64606367,0.920285
xamn6,XAM-N-6,154,220.000,225.000,20484,300,81,0.578571,16.200000,12.566581,17.250185,0.209443,0.417131,0.990537,6.753691,0.000010,10.095890,13757,0.990537,10.742302894592285,6,0.074074,0.08467842,0.08467842,0.00000000,0.08467842,0.08467842,0.00000000,1.612087,1.841291,-0.142178,0.075292,0.080126,-0.064193,0.856765,0.862868,0.006103,0.02994002,1.66262802,0.917465
xamn6,XAM-N-6,155,221.000,226.000,20366,300,77,0.550000,15.400000,12.427398,17.100439,0.207123,0.444432,1.048549,6.555737,0.000010,9.852905,13820,1.048549,10.363122940063477,11,0.142857,0.08430220,0.08430221,-0.00000009,0.08430220,0.08430220,0.00000000,1.635373,1.848718,-0.130457,0.076610,0.081587,-0.064966,0.854869,0.859326,0.004457,0.02903326,1.70790123,0.921450
xamn6,XAM-N-6,156,222.000,227.000,20286,300,78,0.557143,15.600000,12.545992,16.917559,0.209100,0.527684,1.314151,6.216918,0.000010,9.942804,13985,1.314151,10.01076889038086,19,0.243590,0.08414064,0.08414064,0.00000000,0.08414064,0.08414064,0.00000000,1.628956,1.825052,-0.120381,0.075113,0.080561,-0.072526,0.858054,0.860364,0.002310,0.02969991,1.74055902,0.924556
xamn6,XAM-N-6,157,223.000,228.000,20239,300,80,0.571429,16.000000,12.914443,16.888662,0.215241,0.564863,1.347121,5.929880,0.032808,10.180408,14181,1.347121,9.729398727416992,30,0.375000,0.08384984,0.08384985,-0.00000010,0.08384984,0.08384984,0.00000000,1.620436,1.786897,-0.102726,0.073369,0.078752,-0.073356,0.860769,0.861866,0.001097,0.02933801,1.70264175,0.935988
xamn6,XAM-N-6,158,224.000,229.000,20179,300,81,0.578571,16.200000,13.296474,16.723635,0.221608,0.586496,1.301807,5.690697,0.004055,10.231689,14318,1.301807,9.451210021972656,29,0.358025,0.08330619,0.08330619,0.00000000,0.08330619,0.08330619,0.00000000,1.606571,1.744239,-0.085691,0.070449,0.075724,-0.074870,0.865811,0.865742,-0.000069,0.02900276,1.67594979,0.938206
xamn6,XAM-N-6,159,225.000,230.000,20085,300,78,0.557143,15.600000,13.657391,16.551201,0.227623,0.623471,1.352623,5.428334,0.004055,9.918610,14468,1.352623,8.9827299118042,28,0.358974,0.08252035,0.08252035,0.00000000,0.08252035,0.08252035,0.00000000,1.597859,1.713617,-0.072446,0.068694,0.073844,-0.074973,0.867012,0.865988,-0.001025,0.02774465,1.62579765,0.944212
xamn6,XAM-N-6,160,226.000,231.000,20168,300,80,0.571429,16.000000,14.190930,16.485228,0.236516,0.639794,1.361091,5.145770,0.004055,9.589664,14674,1.361091,8.697021484375,26,0.325000,0.08235233,0.08235233,0.00000000,0.08235233,0.08235233,0.00000000,1.587862,1.681079,-0.058706,0.066546,0.071916,-0.080701,0.870623,0.867629,-0.002993,0.02622882,1.61349070,0.945513
xamn6,XAM-N-6,161,227.000,232.000,20163,300,79,0.564286,15.800000,14.819042,16.696085,0.246984,0.607543,1.139857,4.907599,0.004055,9.416408,14767,1.139857,8.3207368850708,21,0.265823,0.08181188,0.08181189,-0.00000010,0.08181188,0.08181188,0.00000000,1.594406,1.673660,-0.049708,0.066201,0.071087,-0.073811,0.872442,0.869254,-0.003188,0.02664218,1.60603206,0.950119
xamn6,XAM-N-6,162,228.000,233.000,20275,300,79,0.564286,15.800000,15.588645,16.807751,0.259811,0.643709,1.268176,4.601490,0.002768,9.254085,15017,1.268176,7.918425559997559,10,0.126582,0.08185922,0.08185922,0.00000000,0.08185922,0.08185922,0.00000000,1.608039,1.679556,-0.044474,0.067428,0.071585,-0.061645,0.872168,0.869686,-0.002482,0.02623906,1.62404073,0.952348
xamn6,XAM-N-6,163,229.000,234.000,20203,300,78,0.557143,15.600000,16.203253,16.805420,0.270054,0.672535,1.335232,4.386341,0.002768,8.903964,15247,1.335232,7.573657989501953,12,0.153846,0.08144932,0.08144932,0.00000000,0.08144932,0.08144931,0.00000020,1.616493,1.683166,-0.041246,0.068646,0.072283,-0.052983,0.870902,0.868796,-0.002107,0.02646857,1.61643778,0.960664
xamn6,XAM-N-6,164,230.000,235.000,20236,300,80,0.571429,16.000000,16.895391,16.784145,0.281590,0.686037,1.347410,4.084487,0.002768,9.080779,15432,1.347410,7.264579772949219,13,0.162500,0.08158658,0.08158659,-0.00000010,0.08158658,0.08158620,0.00000470,1.609261,1.668215,-0.036634,0.068492,0.071596,-0.045315,0.872892,0.871075,-0.001817,0.02715789,1.61306937,0.968578
xamn6,XAM-N-6,165,231.000,236.000,20154,300,79,0.564286,15.800000,17.543861,16.677380,0.292398,0.687475,1.346586,3.853132,0.002768,9.608606,15571,1.346586,6.9041218757629395,29,0.367089,0.08131494,0.08131494,0.00000000,0.08131494,0.08131419,0.00000924,1.598194,1.660117,-0.038746,0.067054,0.069104,-0.030576,0.877628,0.877504,-0.000123,0.02707481,1.58753195,0.973943
xamn6,XAM-N-6,166,232.000,237.000,20011,300,79,0.564286,15.800000,18.030798,16.347486,0.300513,0.652989,1.255409,3.591320,0.002768,9.879132,15616,1.255409,6.551609992980957,45,0.569620,0.08074304,0.08074304,0.00000000,0.08074304,0.08074130,0.00002157,1.591775,1.645045,-0.033466,0.067812,0.068999,-0.017513,0.875430,0.876324,0.000894,0.02626005,1.55972007,0.977198
xamn6,XAM-N-6,167,233.000,238.000,19661,300,80,0.571429,16.000000,18.376106,15.951688,0.306268,0.673727,1.313806,3.371217,0.002788,10.228970,15521,1.313806,6.2685418128967285,45,0.562500,0.07941721,0.07941721,0.00000000,0.07941721,0.07941420,0.00003783,1.585270,1.637964,-0.033239,0.067607,0.068487,-0.013021,0.875420,0.876498,0.001078,0.02531080,1.51850587,0.980614
xamn6,XAM-N-6,168,234.000,239.000,19191,300,75,0.535714,15.000000,18.673035,15.526218,0.311217,0.704669,1.364784,3.171517,0.000002,10.453720,15341,1.364784,5.757689952850342,47,0.626667,0.07759485,0.07759485,0.00000000,0.07759485,0.07759163,0.00004150,1.579907,1.633214,-0.033740,0.067811,0.068481,-0.009885,0.874255,0.875443,0.001188,0.02377725,1.48082061,0.984923
xamn6,XAM-N-6,169,235.000,240.000,18664,300,75,0.535714,15.000000,18.872061,15.120219,0.314534,0.720306,1.367301,2.966223,0.000002,10.451097,15047,1.367301,5.437093257904053,52,0.693333,0.07554653,0.07554652,0.00000011,0.07554653,0.07554123,0.00007012,1.588191,1.648146,-0.037750,0.068073,0.068914,-0.012346,0.874202,0.875275,0.001073,0.02258305,1.43853745,0.988017
xamn6,XAM-N-6,170,236.000,241.000,18257,300,75,0.535714,15.000000,19.072817,14.608510,0.317880,0.760559,1.480474,2.825200,0.000002,10.485810,14753,1.480474,5.20409631729126,34,0.453333,0.07394256,0.07394256,0.00000011,0.07394256,0.07393394,0.00011671,1.605247,1.665827,-0.037738,0.071010,0.072286,-0.017973,0.867412,0.867556,0.000144,0.02230918,1.41168434,0.991447
xamn6,XAM-N-6,171,237.000,242.000,17877,300,71,0.507143,14.200000,19.184256,14.087997,0.319738,0.826241,1.677059,2.838757,0.000002,10.719784,14627,1.677059,4.997653961181641,19,0.267606,0.07247159,0.07247159,0.00000000,0.07247159,0.07246110,0.00014477,1.606813,1.669967,-0.039304,0.070334,0.071777,-0.020514,0.869722,0.869450,-0.000272,0.02185751,1.36368649,0.995167
xamn6,XAM-N-6,172,238.000,243.000,17639,300,73,0.521429,14.600000,19.490993,13.826544,0.324850,0.789623,1.589481,2.785530,0.000002,11.296956,14431,1.589481,4.9608988761901855,33,0.452055,0.07164893,0.07164893,0.00000000,0.07164893,0.07163637,0.00017531,1.597596,1.658087,-0.037864,0.069071,0.070501,-0.020708,0.871058,0.870577,-0.000481,0.02094301,1.33499228,0.998087
xamn6,XAM-N-6,173,239.000,244.000,17454,300,70,0.500000,14.000000,19.846394,13.650522,0.330773,0.798113,1.650303,2.661731,0.279436,11.890434,14171,1.650303,4.64937686920166,32,0.457143,0.07094468,0.07094468,0.00000000,0.07094468,0.07092695,0.00024992,1.614472,1.670620,-0.034778,0.071335,0.072604,-0.017800,0.866893,0.866444,-0.000449,0.02060135,1.31820624,0.998943
xamn6,XAM-N-6,174,240.000,245.000,17450,300,73,0.521429,14.600000,20.298365,13.478908,0.338306,0.771607,1.625080,2.585249,0.171376,12.211714,14161,1.625080,4.639615058898926,34,0.465753,0.07085729,0.07085729,-0.00000011,0.07085729,0.07079178,0.00092447,1.602235,1.649628,-0.029579,0.071033,0.072013,-0.013801,0.866495,0.866154,-0.000342,0.01962609,1.31715592,0.998994
xamn6,XAM-N-6,175,241.000,246.000,17373,300,73,0.521429,14.600000,20.568815,13.568913,0.342814,0.728882,1.509366,2.478720,0.012521,12.090351,14149,1.509366,4.484929084777832,33,0.452055,0.07054630,0.07054630,0.00000000,0.07054630,0.07041944,0.00179820,1.599321,1.636620,-0.023322,0.070071,0.070568,-0.007091,0.869264,0.869399,0.000135,0.01925351,1.29634097,0.998498
xamn6,XAM-N-6,176,242.000,247.000,17390,300,69,0.492857,13.800000,20.974527,13.977915,0.349575,0.707173,1.446831,2.368183,0.012521,11.989024,14128,1.446831,4.17675256729126,32,0.463768,0.07076495,0.07076495,0.00000000,0.07076495,0.07057617,0.00266762,1.643761,1.675561,-0.019346,0.075344,0.075365,-0.000273,0.858776,0.859604,0.000828,0.01905702,1.30407140,0.997179
xamn6,XAM-N-6,177,243.000,248.000,17316,300,69,0.492857,13.800000,21.152199,14.361567,0.352537,0.764838,1.663043,2.265100,0.000048,11.507900,14013,1.663043,4.03466272354126,19,0.275362,0.07048329,0.07048329,0.00000000,0.07048329,0.07023036,0.00358839,1.659679,1.682317,-0.013640,0.075325,0.074919,0.005385,0.860534,0.861679,0.001144,0.01849828,1.30147393,0.996024
xamn6,XAM-N-6,178,244.000,249.000,17375,300,67,0.478571,13.400000,21.249832,14.785783,0.354164,0.768799,1.700647,2.244421,0.000025,11.362107,13988,1.700647,3.928924322128296,23,0.343284,0.07065532,0.07065532,0.00000000,0.07065532,0.07033990,0.00446425,1.660604,1.677468,-0.010155,0.074543,0.073910,0.008500,0.862192,0.863455,0.001263,0.01872663,1.30610463,0.994483
xamn6,XAM-N-6,179,245.000,250.000,17373,300,70,0.500000,14.000000,21.339275,15.373233,0.355655,0.766566,1.708770,2.267946,0.000025,11.534259,13986,1.708770,4.0631608963012695,21,0.300000,0.07060783,0.07060783,0.00000011,0.07060783,0.07027629,0.00469551,1.669315,1.688137,-0.011275,0.075732,0.075273,0.006056,0.858983,0.860174,0.001191,0.01887257,1.31882024,0.994250
xamn6,XAM-N-6,180,246.000,251.000,17428,300,71,0.507143,14.200000,21.366306,15.788066,0.356105,0.761623,1.706190,2.312344,0.000025,11.932580,14014,1.706190,4.166414260864258,21,0.295775,0.07106521,0.07106521,0.00000000,0.07106521,0.07073204,0.00468833,1.656243,1.676268,-0.012091,0.074485,0.074063,0.005661,0.860443,0.861572,0.001129,0.01873490,1.32978884,0.995249
xamn6,XAM-N-6,181,247.000,252.000,17594,300,72,0.514286,14.400000,21.370462,16.121113,0.356174,0.697539,1.543051,2.328547,0.000025,12.233196,14087,1.543051,4.266351222991943,20,0.277778,0.07222392,0.07222392,0.00000000,0.07222392,0.07188799,0.00465129,1.598670,1.627771,-0.018203,0.068126,0.068289,-0.002403,0.872581,0.872688,0.000107,0.01866853,1.34120855,0.995498
xamn6,XAM-N-6,182,248.000,253.000,17773,300,72,0.514286,14.400000,21.391735,16.522617,0.356529,0.635437,1.312070,2.378515,0.000025,12.587713,14220,1.312070,4.366305351257324,18,0.250000,0.07346851,0.07346851,0.00000000,0.07346851,0.07313420,0.00455041,1.571091,1.605750,-0.022061,0.067002,0.067465,-0.006921,0.874115,0.873783,-0.000332,0.01818728,1.35560401,0.995443
xamn6,XAM-N-6,183,249.000,254.000,17972,300,72,0.514286,14.400000,21.400030,16.933619,0.356667,0.612961,1.299728,2.417019,0.000030,12.646077,14416,1.299728,4.4609270095825195,13,0.180556,0.07487794,0.07487795,-0.00000011,0.07487794,0.07454952,0.00438611,1.536891,1.581071,-0.028746,0.063864,0.064875,-0.015837,0.880113,0.879040,-0.001074,0.01944699,1.38119917,0.994667
xamn6,XAM-N-6,184,250.000,255.000,18038,300,72,0.514286,14.400000,21.201468,17.244812,0.353358,0.632180,1.434246,2.475712,0.000030,12.483076,14440,1.434246,4.576899528503418,10,0.138889,0.07577576,0.07577576,-0.00000011,0.07577576,0.07546988,0.00403657,1.524559,1.575396,-0.033345,0.062131,0.063609,-0.023786,0.883549,0.882169,-0.001380,0.01949621,1.36876926,0.994038
xamn6,XAM-N-6,185,251.000,256.000,18173,300,75,0.535714,15.000000,21.123964,17.771587,0.352066,0.620107,1.412595,2.563351,0.000030,12.104857,14568,1.412595,4.828378677368164,10,0.133333,0.07653478,0.07653479,-0.00000021,0.07653478,0.07627052,0.00345270,1.535300,1.600341,-0.042364,0.063455,0.065446,-0.031380,0.881676,0.880111,-0.001565,0.02184654,1.38169067,0.991853
xamn6,XAM-N-6,186,252.000,257.000,18212,300,74,0.528571,14.800000,20.757761,18.216309,0.345963,0.630730,1.441336,2.685770,0.000030,11.681096,14589,1.441336,4.9548845291137695,8,0.108108,0.07646192,0.07646194,-0.00000021,0.07646192,0.07625297,0.00273273,1.573578,1.649242,-0.048084,0.068618,0.071230,-0.038062,0.870355,0.868370,-0.001985,0.02188159,1.38439135,0.990611
xamn6,XAM-N-6,187,253.000,258.000,18205,300,73,0.521429,14.600000,20.024260,18.471315,0.333738,0.603547,1.380960,2.907022,0.000196,11.100694,14516,1.380960,5.222911834716797,7,0.095890,0.07641320,0.07641322,-0.00000021,0.07641320,0.07626441,0.00194718,1.610766,1.707608,-0.060121,0.072216,0.076235,-0.055646,0.862772,0.859716,-0.003056,0.02060203,1.37534307,0.983290
xamn6,XAM-N-6,188,254.000,259.000,18429,300,74,0.528571,14.800000,19.398529,18.704964,0.323309,0.540418,1.170055,3.256778,0.000196,11.061383,14577,1.170055,5.7449445724487305,14,0.189189,0.07750079,0.07750081,-0.00000021,0.07750079,0.07740225,0.00127145,1.645504,1.754192,-0.066051,0.076579,0.081421,-0.063227,0.852938,0.849428,-0.003509,0.02219852,1.36383884,0.974605
xamn6,XAM-N-6,189,255.000,260.000,18738,300,74,0.528571,14.800000,18.852463,18.832472,0.314208,0.473631,0.906811,3.561952,0.000196,11.077862,14586,0.906811,6.183618545532227,14,0.189189,0.07892052,0.07892053,-0.00000010,0.07892052,0.07886572,0.00069435,1.653858,1.773829,-0.072540,0.078758,0.084273,-0.070023,0.847932,0.843884,-0.004048,0.02347241,1.39601179,0.968540
xamn6,XAM-N-6,190,256.000,261.000,18968,300,79,0.564286,15.800000,18.173548,18.734386,0.302892,0.473227,0.969164,3.844184,0.000196,11.269073,14570,0.969164,6.796156406402588,18,0.227848,0.08014165,0.08014165,0.00000000,0.08014165,0.08009895,0.00053282,1.646141,1.773988,-0.077665,0.078869,0.084903,-0.076505,0.846670,0.842332,-0.004338,0.02550460,1.42745543,0.960143
xamn6,XAM-N-6,191,257.000,262.000,19192,300,77,0.550000,15.400000,17.564829,18.563059,0.292747,0.497476,1.152183,4.109163,0.004299,11.297401,14565,1.152183,7.110562324523926,23,0.298701,0.08143688,0.08143688,0.00000000,0.08143688,0.08139377,0.00052935,1.613589,1.756774,-0.088737,0.074641,0.081635,-0.093706,0.855715,0.850913,-0.004803,0.02578280,1.44865554,0.955591
xamn6,XAM-N-6,192,258.000,263.000,19601,300,78,0.557143,15.600000,17.254547,18.373215,0.287576,0.481133,1.113017,4.353430,0.004299,11.569344,14689,1.113017,7.514490127563477,28,0.358974,0.08325335,0.08325336,-0.00000010,0.08325335,0.08321368,0.00047643,1.584562,1.734095,-0.094369,0.071983,0.079423,-0.103355,0.860307,0.855174,-0.005133,0.02468458,1.48419642,0.951857
xamn6,XAM-N-6,193,259.000,264.000,19766,300,78,0.557143,15.600000,16.742960,18.058559,0.279049,0.505565,1.229497,4.487572,0.010152,11.259089,14587,1.229497,7.703246593475342,25,0.320513,0.08316410,0.08316411,-0.00000010,0.08316410,0.08313424,0.00035915,1.563139,1.727765,-0.105318,0.069568,0.077885,-0.119554,0.864976,0.859149,-0.005827,0.02568311,1.51130141,0.948252
xamn6,XAM-N-6,194,260.000,265.000,20028,300,82,0.585714,16.400000,16.153641,17.716536,0.269227,0.532526,1.293192,4.619203,0.005471,10.774592,14795,1.293192,8.0673189163208,27,0.329268,0.08347000,0.08346999,0.00000010,0.08347000,0.08343719,0.00039316,1.555123,1.719193,-0.105503,0.067551,0.076777,-0.136580,0.869989,0.862220,-0.007769,0.02376137,1.52822293,0.943379
xamn6,XAM-N-6,195,261.000,266.000,20261,300,78,0.557143,15.600000,15.685157,17.446568,0.261419,0.551798,1.332666,4.803405,0.005471,10.292882,14990,1.332666,8.16187858581543,30,0.384615,0.08368142,0.08368142,0.00000000,0.08368142,0.08366093,0.00024483,1.550269,1.718227,-0.108341,0.066542,0.076758,-0.153529,0.871317,0.861900,-0.009417,0.02328126,1.52744152,0.940477
xamn6,XAM-N-6,196,262.000,267.000,20544,300,79,0.564286,15.800000,15.379791,17.309050,0.256330,0.549789,1.263781,4.920009,0.004215,10.179548,15191,1.263781,8.371716499328613,26,0.329114,0.08408726,0.08408727,-0.00000010,0.08408726,0.08407930,0.00009474,1.570045,1.729556,-0.101597,0.067688,0.077549,-0.145683,0.869406,0.859839,-0.009567,0.02233169,1.53190416,0.937836
xamn6,XAM-N-6,197,263.000,268.000,20808,300,79,0.564286,15.800000,14.991487,17.139217,0.249858,0.590212,1.378823,4.985877,0.004215,10.062181,15290,1.378823,8.48802375793457,30,0.379747,0.08437180,0.08437180,0.00000000,0.08437180,0.08436606,0.00006809,1.580306,1.722799,-0.090168,0.067925,0.076954,-0.132913,0.869457,0.860041,-0.009416,0.02417019,1.55082827,0.937587
xamn6,XAM-N-6,198,264.000,269.000,21170,300,82,0.585714,16.400000,14.748199,17.002104,0.245803,0.588710,1.305679,5.070723,0.004215,10.241851,15586,1.305679,8.776668548583984,25,0.304878,0.08587909,0.08587909,0.00000000,0.08587909,0.08587531,0.00004401,1.600283,1.714454,-0.071344,0.068824,0.076138,-0.106277,0.869083,0.860815,-0.008268,0.02402575,1.57835064,0.940503
xamn6,XAM-N-6,199,265.000,270.000,21317,300,83,0.592857,16.600000,14.392074,16.786161,0.239868,0.590408,1.309404,5.092588,0.000002,10.416759,15366,1.309404,8.89910888671875,21,0.253012,0.08665495,0.08665495,0.00000000,0.08665495,0.08665412,0.00000959,1.604822,1.706338,-0.063256,0.068526,0.073869,-0.077981,0.870496,0.864886,-0.005611,0.02431594,1.62749240,0.936607
xamn6,XAM-N-6,200,266.000,271.000,21479,300,87,0.621429,17.400000,14.031918,16.513559,0.233865,0.604450,1.312453,5.085543,0.000002,10.503078,15079,1.312453,9.109406471252441,18,0.206897,0.08747482,0.08747482,0.00000000,0.08747482,0.08747463,0.00000219,1.620373,1.703571,-0.051345,0.068455,0.071657,-0.046772,0.872958,0.869821,-0.003137,0.02615699,1.67664775,0.933670
xamn6,XAM-N-6,201,267.000,272.000,21821,300,88,0.628571,17.600000,13.872068,16.297667,0.231201,0.627537,1.402286,5.021909,0.000002,10.314252,15077,1.402286,9.144282341003418,24,0.272727,0.08889183,0.08889183,0.00000000,0.08889183,0.08889180,0.00000036,1.615095,1.683103,-0.042108,0.068091,0.069207,-0.016400,0.873879,0.873475,-0.000404,0.02673446,1.70510989,0.930049
xamn6,XAM-N-6,202,268.000,273.000,21983,300,88,0.628571,17.600000,13.799666,16.205538,0.229994,0.574698,1.241943,4.916405,0.000002,9.933867,15142,1.241943,9.03915786743164,21,0.238636,0.08904760,0.08904760,0.00000000,0.08904760,0.08904760,0.00000000,1.605832,1.668517,-0.039036,0.067556,0.067158,0.005889,0.875734,0.877852,0.002119,0.02644875,1.70356463,0.930994
xamn6,XAM-N-6,203,269.000,274.000,22177,300,90,0.642857,18.000000,13.864239,16.235418,0.231071,0.570488,1.294843,4.768339,0.000002,9.437924,15256,1.294843,8.954761505126953,23,0.255556,0.08922357,0.08922357,0.00000000,0.08922357,0.08922357,0.00000000,1.587095,1.649276,-0.039179,0.066318,0.064789,0.023053,0.877959,0.882673,0.004714,0.02757500,1.70486269,0.929853
xamn6,XAM-N-6,204,270.000,275.000,22630,300,87,0.621429,17.400000,14.297349,16.457806,0.238289,0.583678,1.336608,4.724830,0.000019,9.260386,15879,1.336608,8.794293403625488,26,0.298851,0.09035760,0.09035760,0.00000000,0.09035760,0.09035760,0.00000000,1.589792,1.652276,-0.039303,0.067605,0.065191,0.035695,0.874935,0.881771,0.006836,0.03043773,1.74061471,0.936606
xamn6,XAM-N-6,205,271.000,276.000,22956,300,87,0.621429,17.400000,14.707976,16.702566,0.245133,0.551021,1.271448,4.651494,0.016249,9.196065,16261,1.271448,8.700224876403809,26,0.298851,0.09094218,0.09094218,0.00000000,0.09094218,0.09094218,0.00000000,1.578542,1.642926,-0.040787,0.067984,0.064799,0.046850,0.872597,0.881320,0.008723,0.02821174,1.78753584,0.942211
xamn6,XAM-N-6,206,272.000,277.000,22975,300,88,0.628571,17.600000,14.886118,16.731155,0.248102,0.508656,1.106026,4.618400,0.006793,9.116025,16336,1.106026,8.667993545532227,40,0.454545,0.09040662,0.09040661,0.00000009,0.09040662,0.09040662,0.00000000,1.575103,1.641175,-0.041948,0.067745,0.064297,0.050904,0.872948,0.882563,0.009615,0.02733162,1.80871555,0.947312
xamn6,XAM-N-6,207,273.000,278.000,22967,300,84,0.600000,16.800000,15.035410,16.686190,0.250590,0.514457,1.115059,4.482706,0.006793,9.176508,16353,1.115059,8.347675323486328,48,0.571429,0.09040799,0.09040798,0.00000009,0.09040799,0.09040799,0.00000000,1.579571,1.654287,-0.047301,0.068122,0.064551,0.052416,0.871811,0.882158,0.010347,0.02655813,1.84159768,0.948842
xamn6,XAM-N-6,208,274.000,279.000,22750,300,87,0.621429,17.400000,15.133209,16.562859,0.252220,0.498520,0.988801,4.355717,0.006793,9.470233,16288,0.988801,8.28788948059082,48,0.551724,0.08963398,0.08963397,0.00000009,0.08963398,0.08963398,0.00000000,1.586022,1.665846,-0.050330,0.068775,0.065915,0.041581,0.869850,0.879041,0.009191,0.02760094,1.81582760,0.952132
xamn6,XAM-N-6,209,275.000,280.000,22310,300,87,0.621429,17.400000,15.023473,16.349392,0.250391,0.469535,0.835064,4.202689,0.006793,9.692417,16065,0.835064,8.068400382995605,48,0.551724,0.08804688,0.08804686,0.00000018,0.08804688,0.08804688,0.00000000,1.585388,1.666741,-0.051315,0.068429,0.066223,0.032237,0.869910,0.877769,0.007859,0.02896324,1.77463477,0.951551
xamn6,XAM-N-6,210,276.000,281.000,21895,300,84,0.600000,16.800000,14.894415,16.011164,0.248240,0.514296,1.105408,4.114144,0.000011,9.630782,16042,1.105408,7.810742378234863,43,0.511905,0.08664072,0.08664070,0.00000028,0.08664072,0.08664072,0.00000000,1.588902,1.668783,-0.050275,0.068426,0.067216,0.017677,0.870627,0.876776,0.006149,0.02848232,1.71380506,0.953592
xamn6,XAM-N-6,211,277.000,282.000,21690,300,88,0.628571,17.600000,15.141875,15.921537,0.252365,0.612439,1.478279,4.025752,0.000011,10.089184,16342,1.478279,7.835384368896484,43,0.488636,0.08626637,0.08626636,0.00000009,0.08626637,0.08626637,0.00000000,1.584371,1.659935,-0.047694,0.068212,0.068028,0.002700,0.870839,0.875198,0.004359,0.02637395,1.64481528,0.956100
xamn6,XAM-N-6,212,278.000,283.000,21488,300,82,0.585714,16.400000,15.479471,15.921044,0.257991,0.681799,1.625752,3.959077,0.000011,10.553228,16583,1.625752,7.4824066162109375,32,0.390244,0.08587218,0.08587218,0.00000009,0.08587218,0.08587218,0.00000000,1.575112,1.645244,-0.044525,0.068482,0.069430,-0.013844,0.868921,0.871215,0.002294,0.02787848,1.59052060,0.961509
xamn6,XAM-N-6,213,279.000,284.000,21446,300,85,0.607143,17.000000,15.800891,15.907170,0.263348,0.688698,1.665624,3.892981,0.000011,10.530041,16866,1.665624,7.505551815032959,31,0.364706,0.08601752,0.08601752,0.00000000,0.08601752,0.08601752,0.00000000,1.570596,1.638860,-0.043464,0.068865,0.070100,-0.017937,0.867691,0.869607,0.001917,0.02712683,1.56671940,0.968379
xamn6,XAM-N-6,214,280.000,285.000,21374,300,84,0.600000,16.800000,16.155464,15.897474,0.269258,0.713548,1.761361,3.821974,0.000011,10.376278,16975,1.761361,7.35571813583374,30,0.357143,0.08596431,0.08596431,0.00000000,0.08596431,0.08596431,0.00000000,1.571910,1.637644,-0.041818,0.069235,0.071093,-0.026840,0.866411,0.866908,0.000497,0.02648332,1.54302555,0.976125
xamn6,XAM-N-6,215,281.000,286.000,21368,300,85,0.607143,17.000000,16.581331,16.114429,0.276356,0.677044,1.639319,3.692287,0.000053,10.436422,16967,1.639319,7.2248921394348145,32,0.376471,0.08621725,0.08621725,0.00000000,0.08621725,0.08621725,0.00000000,1.584144,1.650131,-0.041654,0.071407,0.073481,-0.029037,0.861577,0.861335,-0.000242,0.02754202,1.55281753,0.982668
xamn6,XAM-N-6,216,282.000,287.000,21250,300,85,0.607143,17.000000,16.558659,16.189520,0.275978,0.594715,1.371905,3.656854,0.000053,10.296922,16620,1.371905,7.182333469390869,14,0.164706,0.08607820,0.08607820,0.00000000,0.08607820,0.08607820,0.00000000,1.596471,1.662071,-0.041091,0.072999,0.075158,-0.029566,0.858784,0.857701,-0.001083,0.02800902,1.55225467,0.985791
